location,price,m2,price/m2,details,floor,build
"град Пловдив, Кючук Париж, Камела",90 500 EUR,67 m2,(1351 EUR/m2),Продава 3-СТАЕН,2-ри от 16,"Строителство: ЕПК, 1992 г."
"град Пловдив, Кючук Париж, I-во РПУ",91 999 EUR,80 m2,(1150 EUR/m2),Продава 3-СТАЕН,4-ти от 5,Строителство: Панел
"град Пловдив, Кючук Париж",92 000 EUR,80 m2,(1150 EUR/m2),Продава 3-СТАЕН,4-ти от 5,Газ: НЕ
"град Пловдив, Кючук Париж",92 000 EUR,67 m2,(1373 EUR/m2),Продава 3-СТАЕН,2-ри от 16,"Строителство: ЕПК, 1995 г."
"град Пловдив, Кючук Париж, 1-во РПУ",92 000 EUR,80 m2,(1150 EUR/m2),Продава 3-СТАЕН,4-ти от 5,Строителство: Панел
"град Пловдив, Кючук Париж, р-т Хоризонт",93 726 EUR,84 m2,(1116 EUR/m2),Продава 3-СТАЕН,4-ти от 5,Строителство: Панел
"град Пловдив, Кючук Париж, р-т Хоризонт",93 727 EUR,84 m2,(1116 EUR/m2),Продава 3-СТАЕН,Панел,"
"
"град Пловдив, Кючук Париж, Коматевски възел",94 999 EUR,115 m2,(826 EUR/m2),Продава 3-СТАЕН,Тухла,"
"
"град Пловдив, Кючук Париж, Големият парк",96 900 EUR,80 m2,(1211 EUR/m2),Продава 3-СТАЕН,3-ти от 5,Строителство: Панел
"град Пловдив, Кючук Париж",99 900 EUR,111 m2,(900 EUR/m2),Продава 3-СТАЕН,2-ри от 5,"Строителство: Тухла, 2022 г."
"град Пловдив, Кючук Париж",99 940 EUR,113 m2,(884 EUR/m2),Продава 3-СТАЕН,2-ри от 5,"Строителство: Тухла, 2022 г."
"град Пловдив, Кючук Париж",99 996 EUR,99 m2,(1010 EUR/m2),Продава 3-СТАЕН,2-ри от 8,"Строителство: Тухла, 1980 г."
"град Пловдив, Кючук Париж",101 900 EUR,88 m2,(1158 EUR/m2),Продава 3-СТАЕН,4-ти от 10,"Строителство: Тухла, 2017 г."
"град Пловдив, Кючук Париж",105 000 EUR,101 m2,(1040 EUR/m2),Продава 3-СТАЕН,5-ти от 8,Газ: НЕ
"град Пловдив, Кючук Париж",106 500 EUR,110 m2,(968 EUR/m2),Продава 3-СТАЕН,2-ри от 5,"Строителство: Тухла, 2022 г."
"град Пловдив, Кючук Париж, бул. Южен",107 000 EUR,115 m2,(930 EUR/m2),Продава 3-СТАЕН,2-ри от 4,Строителство: Тухла
"град Пловдив, Кючук Париж, бул.Южен",110 700 EUR,122 m2,(907 EUR/m2),Продава 3-СТАЕН,7-ми от 8,Строителство: Тухла
"град Пловдив, Кючук Париж",111 800 EUR,115 m2,(972 EUR/m2),Продава 3-СТАЕН,3-ти от 5,"Строителство: Тухла, 2022 г."
"град Пловдив, Кючук Париж, I-ро РПУ",116 089 EUR,129 m2,(900 EUR/m2),Продава 3-СТАЕН,Тухла,"
"
"град Пловдив, Кючук Париж",116 090 EUR,129 m2,(900 EUR/m2),Продава 3-СТАЕН,8-ми от 8,"Строителство: Тухла, 2022 г."
"град Пловдив, Кючук Париж",117 500 EUR,96 m2,(1224 EUR/m2),Продава 3-СТАЕН,2-ри от 5,"Строителство: Тухла, 2021 г."
"град Пловдив, Кючук Париж, I-во РПУ",119 000 EUR,109 m2,(1092 EUR/m2),Продава 3-СТАЕН,2-ри от 5,Строителство: Тухла
"град Пловдив, Кючук Париж",119 990 EUR,108 m2,(1111 EUR/m2),Продава 3-СТАЕН,6-ти от 7,Строителство: Тухла
"град Пловдив, Кючук Париж, бул.Южен",119 999 EUR,125 m2,(960 EUR/m2),Продава 3-СТАЕН,3-ти от 10,Строителство: Тухла
"град Пловдив, Кючук Париж, Остромила",122 400 EUR,127 m2,(964 EUR/m2),Продава 3-СТАЕН,Тухла,"
"
"град Пловдив, Кючук Париж, I-во РПУ",122 400 EUR,93 m2,(1316 EUR/m2),Продава 3-СТАЕН,5-ти от 7,Строителство: Тухла
"град Пловдив, Кючук Париж",122 500 EUR,92 m2,(1332 EUR/m2),Продава 3-СТАЕН,4-ти от 7,Газ: НЕ
"град Пловдив, Кючук Париж, Кауфланд",132 500 EUR,92 m2,(1440 EUR/m2),Продава 3-СТАЕН,2-ри от 6,"Строителство: Тухла, 2021 г."
"град Пловдив, Кючук Париж, 1-во РПУ",133 569 EUR,97 m2,(1377 EUR/m2),Продава 3-СТАЕН,Тухла,"
"
"град Пловдив, Кючук Париж, Южен",136 300 EUR,169 m2,(807 EUR/m2),Продава 3-СТАЕН,5-ти от 5,"Строителство: Тухла, 2022 г."
"град Пловдив, Кючук Париж, Камела",142 000 EUR,141 m2,(1007 EUR/m2),Продава 3-СТАЕН,Тухла,"
"
"град Пловдив, Кючук Париж, бул.Южен",147 397 EUR,137 m2,(1076 EUR/m2),Продава 3-СТАЕН,4-ти от 6,Строителство: Тухла
"град Пловдив, Кючук Париж",149 000 EUR,125 m2,(1192 EUR/m2),Продава 3-СТАЕН,5-ти от 5,"Строителство: Тухла, 2010 г."
"град Пловдив, Кючук Париж, 1-во РПУ",152 994 EUR,116 m2,(1319 EUR/m2),Продава 3-СТАЕН,2-ри от 7,Строителство: Тухла
"град Пловдив, Мараша",129 000 EUR,78 m2,(1654 EUR/m2),Продава 3-СТАЕН,4-ти от 6,Газ: НЕ
"град Пловдив, Мараша",145 900 EUR,112 m2,(1303 EUR/m2),Продава 3-СТАЕН,2-ри от 6,Строителство: Тухла
"град Пловдив, Мараша, ВИХВП",245 000 EUR,180 m2,(1361 EUR/m2),Продава 3-СТАЕН,6-ти от 7,"Строителство: Тухла, 2009 г."
"град Пловдив, Мараша",295 000 EUR,119 m2,(2479 EUR/m2),Продава 3-СТАЕН,1-ви от 4,"Строителство: Тухла, 1974 г."
"град Пловдив, Младежки Хълм,  Стоматологичен факултет",88 900 EUR,94 m2,(946 EUR/m2),Продава 3-СТАЕН,6-ти от 8,"Строителство: Тухла, 2021 г."
"град Пловдив, Младежки Хълм",89 000 EUR,95 m2,(937 EUR/m2),Продава 3-СТАЕН,5-ти от 8,"Строителство: Тухла, 2021 г."
"град Пловдив, Младежки Хълм",98 500 EUR,86 m2,(1145 EUR/m2),Продава 3-СТАЕН,1-ви от 8,Газ: НЕ
"град Пловдив, Младежки Хълм",99 989 EUR,86 m2,(1163 EUR/m2),Продава 3-СТАЕН,5-ти от 5,"Строителство: Тухла, 2000 г."
"град Пловдив, Остромила",80 250 EUR,107 m2,(750 EUR/m2),Продава 3-СТАЕН,"Тухла, 2022 г.","
"
"град Пловдив, Остромила",87 330 EUR,103 m2,(848 EUR/m2),Продава 3-СТАЕН,2-ри от 5,Строителство: Тухла
"град Пловдив, Остромила",94 120 EUR,102 m2,(923 EUR/m2),Продава 3-СТАЕН,2-ри от 5,Строителство: Тухла
"град Пловдив, Остромила",101 194 EUR,107 m2,(946 EUR/m2),Продава 3-СТАЕН,Тухла,"
"
"град Пловдив, Остромила",103 000 EUR,103 m2,(1000 EUR/m2),Продава 3-СТАЕН,4-ти от 6,"Строителство: Тухла, 2022 г."
"град Пловдив, Остромила",103 355 EUR,108 m2,(957 EUR/m2),Продава 3-СТАЕН,2-ри от 5,Газ: НЕ
"град Пловдив, Остромила",103 500 EUR,82 m2,(1262 EUR/m2),Продава 3-СТАЕН,2-ри от 4,Строителство: Тухла
"град Пловдив, Остромила",129 000 EUR,103 m2,(1252 EUR/m2),Продава 3-СТАЕН,3-ти от 6,Строителство: Тухла
"град Пловдив, Остромила",130 000 EUR,104 m2,(1250 EUR/m2),Продава 3-СТАЕН,4-ти от 6,"Строителство: Тухла, 2022 г."
"град Пловдив, Остромила",136 350 EUR,100 m2,(1364 EUR/m2),Продава 3-СТАЕН,2-ри от 4,Строителство: Тухла
"град Пловдив, Остромила",140 400 EUR,117 m2,(1200 EUR/m2),Продава 3-СТАЕН,2-ри от 4,Газ: НЕ
"град Пловдив, Отдих и култура",108 363 EUR,97 m2,(1117 EUR/m2),Продава 3-СТАЕН,3-ти от 4,Строителство: Тухла
"град Пловдив, Отдих и култура, Гребна база ",110 000 EUR,136 m2,(809 EUR/m2),Продава 3-СТАЕН,1-ви от 4,"Строителство: Тухла, 2021 г."
"град Пловдив, Отдих и култура, ГРЕБНА БАЗА ",138 600 EUR,126 m2,(1100 EUR/m2),Продава 3-СТАЕН,3-ти от 5,"Строителство: Тухла, 2022 г."
"град Пловдив, Отдих и култура",,115 m2,,Продава 3-СТАЕН,2-ри от 7,"Строителство: Тухла, 2023 г."
"град Пловдив, Прослав",125 000 EUR,116 m2,(1078 EUR/m2),Продава 3-СТАЕН,2-ри от 4,"Строителство: Тухла, 2021 г."
"град Пловдив, Прослав",125 000 EUR,116 m2,(1078 EUR/m2),Продава 3-СТАЕН,2-ри от 4,Строителство: Тухла
"град Пловдив, Съдийски",72 900 EUR,65 m2,(1122 EUR/m2),Продава 3-СТАЕН,16-ти от 17,Строителство: Тухла
"град Пловдив, Съдийски",81 184 EUR,110 m2,(738 EUR/m2),Продава 3-СТАЕН,10-ти от 20,"Строителство: Тухла, 2022 г."
"град Пловдив, Съдийски",85 507 EUR,101 m2,(847 EUR/m2),Продава 3-СТАЕН,4-ти от 18,"Строителство: Тухла, 2022 г."
"град Пловдив, Съдийски",85 750 EUR,105 m2,(817 EUR/m2),Продава 3-СТАЕН,2-ри от 10,Строителство: Тухла
"град Пловдив, Съдийски",93 000 EUR,114 m2,(816 EUR/m2),Продава 3-СТАЕН,2-ри от 7,"Строителство: Тухла, 2022 г."
"град Пловдив, Съдийски",93 500 EUR,125 m2,(748 EUR/m2),Продава 3-СТАЕН,7-ми от 7,Строителство: Тухла
"град Пловдив, Тракия, Форума",68 798 EUR,85 m2,(809 EUR/m2),Продава 3-СТАЕН,Панел,"
"
"град Пловдив, Тракия",68 900 EUR,84 m2,(820 EUR/m2),Продава 3-СТАЕН,1-ви от 9,Строителство: Тухла
"град Пловдив, Тракия, НАЧАЛОТО",70 480 EUR,95 m2,(742 EUR/m2),Продава 3-СТАЕН,4-ти от 10,Строителство: Тухла
"град Пловдив, Тракия, НАЧАЛОТО",76 321 EUR,104 m2,(734 EUR/m2),Продава 3-СТАЕН,3-ти от 9,Строителство: Тухла
"град Пловдив, Тракия",78 000 EUR,70 m2,(1114 EUR/m2),Продава 3-СТАЕН,10-ти от 11,"Строителство: ЕПК, 1986 г."
"град Пловдив, Тракия",80 500 EUR,97 m2,(830 EUR/m2),Продава 3-СТАЕН,5-ти от 9,Строителство: Тухла
"град Пловдив, Тракия, Пощата",81 600 EUR,75 m2,(1088 EUR/m2),Продава 3-СТАЕН,Тухла,"
"
"град Пловдив, Тракия, Хлебозавода",87 000 EUR,86 m2,(1012 EUR/m2),Продава 3-СТАЕН,7-ми от 8,Строителство: Панел
"град Пловдив, Тракия",87 500 EUR,62 m2,(1411 EUR/m2),Продава 3-СТАЕН,3-ти от 8,Строителство: Панел
"град Пловдив, Тракия",90 000 EUR,86 m2,(1047 EUR/m2),Продава 3-СТАЕН,3-ти от 8,"Строителство: Панел, 1980 г."
"град Пловдив, Тракия",92 839 EUR,96 m2,(967 EUR/m2),Продава 3-СТАЕН,4-ти от 8,"Строителство: Тухла, 2021 г."
"град Пловдив, Тракия, Мебелна къща",94 656 EUR,116 m2,(816 EUR/m2),Продава 3-СТАЕН,6-ти от 11,"Строителство: Тухла, 2023 г."
"град Пловдив, Тракия, у-ще. Ч.Храбър",96 500 EUR,92 m2,(1049 EUR/m2),Продава 3-СТАЕН,3-ти от 7,Строителство: Панел
"град Пловдив, Тракия",99 900 EUR,94 m2,(1063 EUR/m2),Продава 3-СТАЕН,3-ти от 8,"Строителство: Панел, 1988 г."
"град Пловдив, Тракия",109 000 EUR,99 m2,(1101 EUR/m2),Продава 3-СТАЕН,2-ри от 8,"Строителство: Тухла, 2022 г."
"град Пловдив, Тракия",112 200 EUR,108 m2,(1039 EUR/m2),Продава 3-СТАЕН,6-ти от 14,"Строителство: Тухла, 2021 г."
"град Пловдив, Тракия, Форума",115 992 EUR,110 m2,(1054 EUR/m2),Продава 3-СТАЕН,7-ми от 8,Строителство: Тухла
"град Пловдив, Тракия, Форума",128 392 EUR,101 m2,(1271 EUR/m2),Продава 3-СТАЕН,9-ти от 12,Строителство: Тухла
"град Пловдив, Тракия, Форума ",128 393 EUR,101 m2,(1271 EUR/m2),Продава 3-СТАЕН,Тухла,"
"
"град Пловдив, Тракия, Хлебозавода",129 900 EUR,107 m2,(1214 EUR/m2),Продава 3-СТАЕН,5-ти от 9,Строителство: Тухла
"град Пловдив, Тракия, Пощата",129 999 EUR,100 m2,(1300 EUR/m2),Продава 3-СТАЕН,1-ви от 7,Строителство: Панел
"град Пловдив, Тракия, х-л SPS",132 976 EUR,86 m2,(1546 EUR/m2),Продава 3-СТАЕН,Панел,"
"
"град Пловдив, Тракия, Пощата",132 977 EUR,86 m2,(1546 EUR/m2),Продава 3-СТАЕН,1-ви от 8,Строителство: Панел
"град Пловдив, Тракия",134 000 EUR,149 m2,(899 EUR/m2),Продава 3-СТАЕН,8-ми от 10,"Строителство: Тухла, 2022 г."
"град Пловдив, Тракия, супермаркет Лидл",152 000 EUR,116 m2,(1310 EUR/m2),Продава 3-СТАЕН,6-ти от 6,"Строителство: Тухла, 2020 г."
"град Пловдив, Тракия,   Д. Матевски",153 000 EUR,116 m2,(1319 EUR/m2),Продава 3-СТАЕН,Тухла,"
"
"град Пловдив, Тракия",195 700 EUR,125 m2,(1566 EUR/m2),Продава 3-СТАЕН,5-ти от 10,"Строителство: Тухла, 2021 г."
"град Пловдив, Христо Смирненски, Математическа гимназия",63 999 EUR,59 m2,(1085 EUR/m2),Продава 3-СТАЕН,1-ви от 5,"Строителство: Панел, 1976 г."
"град Пловдив, Христо Смирненски, маг.Сани",72 998 EUR,64 m2,(1141 EUR/m2),Продава 3-СТАЕН,Тухла,"
"
"град Пловдив, Христо Смирненски, маг.Сани",73 000 EUR,84 m2,(869 EUR/m2),Продава 3-СТАЕН,Панел,"
"
"град Пловдив, Христо Смирненски",75 900 EUR,92 m2,(825 EUR/m2),Продава 3-СТАЕН,2-ри от 5,"Строителство: Тухла, 2022 г."
"град Пловдив, Христо Смирненски",77 900 EUR,97 m2,(803 EUR/m2),Продава 3-СТАЕН,2-ри от 5,"Строителство: Тухла, 2022 г."
"град Пловдив, Христо Смирненски, Математическа гимназия",78 900 EUR,98 m2,(805 EUR/m2),Продава 3-СТАЕН,5-ти от 5,"Строителство: Тухла, 2022 г."
"град Пловдив, Христо Смирненски, Комплекс Корона",78 970 EUR,82 m2,(963 EUR/m2),Продава 3-СТАЕН,2-ри от 5,Строителство: Тухла
"град Пловдив, Христо Смирненски",81 900 EUR,102 m2,(803 EUR/m2),Продава 3-СТАЕН,2-ри от 5,"Строителство: Тухла, 2022 г."
"град Пловдив, Христо Смирненски",82 900 EUR,104 m2,(797 EUR/m2),Продава 3-СТАЕН,2-ри от 5,"Строителство: Тухла, 2022 г."
"град Пловдив, Христо Смирненски, Гребна База",83 000 EUR,98 m2,(847 EUR/m2),Продава 3-СТАЕН,3-ти от 6,Строителство: Тухла
"град Пловдив, Христо Смирненски",85 300 EUR,100 m2,(853 EUR/m2),Продава 3-СТАЕН,2-ри от 6,Газ: НЕ
"град Пловдив, Христо Смирненски, Гребен канал",85 554 EUR,87 m2,(983 EUR/m2),Продава 3-СТАЕН,1-ви от 5,"Строителство: Тухла, 2022 г."
"град Пловдив, Христо Смирненски, МОЛ ПЛОВДИВ ",89 900 EUR,90 m2,(999 EUR/m2),Продава 3-СТАЕН,3-ти от 8,"Строителство: Тухла, 2022 г."
"град Пловдив, Христо Смирненски",90 000 EUR,90 m2,(1000 EUR/m2),Продава 3-СТАЕН,2-ри от 4,"Строителство: Тухла, 2024 г."
"град Пловдив, Христо Смирненски, ЛЕКСИ",90 900 EUR,100 m2,(909 EUR/m2),Продава 3-СТАЕН,4-ти от 8,"Строителство: Тухла, 2022 г."
"град Пловдив, Христо Смирненски, Гребна База",91 500 EUR,112 m2,(817 EUR/m2),Продава 3-СТАЕН,2-ри от 5,Строителство: Тухла
"град Пловдив, Христо Смирненски, ХЕИ",93 000 EUR,100 m2,(930 EUR/m2),Продава 3-СТАЕН,Панел,"
"
"град Пловдив, Христо Смирненски",93 000 EUR,107 m2,(869 EUR/m2),Продава 3-СТАЕН,6-ти от 6,"Строителство: Панел, 1985 г."
"град Пловдив, Христо Смирненски",93 741 EUR,137 m2,(684 EUR/m2),Продава 3-СТАЕН,1-ви от 4,Газ: НЕ
"град Пловдив, Христо Смирненски, Комплекс Корона",94 000 EUR,99 m2,(949 EUR/m2),Продава 3-СТАЕН,2-ри от 7,Строителство: Тухла
"град Пловдив, Христо Смирненски",94 003 EUR,100 m2,(940 EUR/m2),Продава 3-СТАЕН,2-ри от 7,Строителство: Тухла
"град Пловдив, Христо Смирненски",94 145 EUR,99 m2,(951 EUR/m2),Продава 3-СТАЕН,3-ти от 7,Газ: НЕ
"град Пловдив, Христо Смирненски, Комплекс Корона",95 600 EUR,101 m2,(947 EUR/m2),Продава 3-СТАЕН,6-ти от 6,Строителство: Тухла
"град Пловдив, Христо Смирненски, Гребна База",96 600 EUR,107 m2,(903 EUR/m2),Продава 3-СТАЕН,2-ри от 4,Строителство: Тухла
"град Пловдив, Христо Смирненски",97 890 EUR,118 m2,(830 EUR/m2),Продава 3-СТАЕН,4-ти от 5,Строителство: Тухла
"град Пловдив, Христо Смирненски",98 000 EUR,91 m2,(1077 EUR/m2),Продава 3-СТАЕН,2-ри от 4,Газ: НЕ
"град Пловдив, Христо Смирненски",99 000 EUR,92 m2,(1076 EUR/m2),Продава 3-СТАЕН,5-ти от 6,"Строителство: Тухла, 2021 г."
"град Пловдив, Христо Смирненски, Гребен канал",101 679 EUR,126 m2,(807 EUR/m2),Продава 3-СТАЕН,4-ти от 5,"Строителство: Тухла, 2023 г."
"град Пловдив, Христо Смирненски",104 820 EUR,100 m2,(1048 EUR/m2),Продава 3-СТАЕН,3-ти от 8,Строителство: Тухла
"град Пловдив, Христо Смирненски",107 690 EUR,106 m2,(1016 EUR/m2),Продава 3-СТАЕН,"Тухла, 2022 г.","
"
"град Пловдив, Христо Смирненски, Гребен канал",108 055 EUR,119 m2,(908 EUR/m2),Продава 3-СТАЕН,3-ти от 5,"Строителство: Тухла, 2022 г."
"град Пловдив, Христо Смирненски",108 300 EUR,114 m2,(950 EUR/m2),Продава 3-СТАЕН,3-ти от 6,"Строителство: Тухла, 2023 г."
"град Пловдив, Христо Смирненски, Бенз. Лукойл",109 813 EUR,100 m2,(1098 EUR/m2),Продава 3-СТАЕН,3-ти от 8,Строителство: Тухла
"град Пловдив, Христо Смирненски, Гребна база",110 880 EUR,123 m2,(901 EUR/m2),Продава 3-СТАЕН,2-ри от 4,Строителство: Тухла
"град Пловдив, Христо Смирненски, Пълмед",115 000 EUR,86 m2,(1337 EUR/m2),Продава 3-СТАЕН,2-ри от 6,Строителство: Тухла
"град Пловдив, Христо Смирненски, Бенз. Лукойл",115 874 EUR,106 m2,(1093 EUR/m2),Продава 3-СТАЕН,2-ри от 8,Строителство: Тухла
"град Пловдив, Христо Смирненски, Гребна база",118 503 EUR,111 m2,(1068 EUR/m2),Продава 3-СТАЕН,3-ти от 8,Строителство: Тухла
"град Пловдив, Христо Смирненски",119 900 EUR,133 m2,(902 EUR/m2),Продава 3-СТАЕН,4-ти от 6,Газ: НЕ
"град Пловдив, Христо Смирненски",129 900 EUR,135 m2,(962 EUR/m2),Продава 3-СТАЕН,4-ти от 6,Газ: НЕ
"град Пловдив, Христо Смирненски, маг.Лекси",130 000 EUR,140 m2,(929 EUR/m2),Продава 3-СТАЕН,3-ти от 5,Строителство: Тухла
"град Пловдив, Христо Смирненски, МОЛ Пловдив",145 385 EUR,133 m2,(1093 EUR/m2),Продава 3-СТАЕН,7-ми от 10,Строителство: Тухла
"град Пловдив, Христо Смирненски, ХЕИ",148 979 EUR,108 m2,(1379 EUR/m2),Продава 3-СТАЕН,5-ти от 6,Строителство: Тухла
"град Пловдив, Христо Смирненски, МОЛ Пловдив",149 000 EUR,108 m2,(1380 EUR/m2),Продава 3-СТАЕН,5-ти от 6,"Строителство: Тухла, 2008 г."
"град Пловдив, Христо Смирненски",149 900 EUR,153 m2,(980 EUR/m2),Продава 3-СТАЕН,Тухла,"
"
"град Пловдив, Христо Смирненски",150 000 EUR,108 m2,(1389 EUR/m2),Продава 3-СТАЕН,5-ти от 6,Строителство: Тухла
"град Пловдив, Христо Смирненски",158 000 EUR,118 m2,(1339 EUR/m2),Продава 3-СТАЕН,4-ти от 5,"Строителство: Тухла, 2021 г."
"град Пловдив, Христо Смирненски",175 000 EUR,188 m2,(931 EUR/m2),Продава 3-СТАЕН,6-ти от 6,"Строителство: Тухла, 2022 г."
"град Пловдив, Христо Смирненски",183 776 EUR,112 m2,(1641 EUR/m2),Продава 3-СТАЕН,5-ти от 5,"Строителство: Тухла, 2022 г."
"град Пловдив, Христо Смирненски, НАЧОЛОТО",223 740 EUR,136 m2,(1645 EUR/m2),Продава 3-СТАЕН,7-ми от 8,Строителство: Тухла
"град Пловдив, Христо Смирненски, Гребна база",,110 m2,,Продава 3-СТАЕН,4-ти от 11,ТEЦ: ДА
"град Пловдив, Христо Смирненски, Гребна База, Лекси",,136 m2,,Продава 3-СТАЕН,8-ми от 10,ТEЦ: ДА
"град Пловдив, Христо Смирненски, Гребна База",,109 m2,,Продава 3-СТАЕН,5-ти от 11,ТEЦ: ДА
"град Пловдив, Христо Смирненски, Гребна База",,122 m2,,Продава 3-СТАЕН,2-ри от 10,ТEЦ: ДА
"град Пловдив, Христо Смирненски, Гребна база",,100 m2,,Продава 3-СТАЕН,1-ви от 3,"Строителство: Тухла, 2022 г."
"град Пловдив, Център, Съдийски",69 903 EUR,92 m2,(760 EUR/m2),Продава 3-СТАЕН,Тухла,"
"
"град Пловдив, Център, Съдийски квартал",72 700 EUR,91 m2,(799 EUR/m2),Продава 3-СТАЕН,Тухла,"
"
"град Пловдив, Център, Съдийски квартал",72 780 EUR,95 m2,(766 EUR/m2),Продава 3-СТАЕН,4-ти от 10,Строителство: Тухла
"град Пловдив, Център",74 600 EUR,93 m2,(802 EUR/m2),Продава 3-СТАЕН,3-ти от 10,"Строителство: Тухла, 2000 г."
"град Пловдив, Център, Билла 1",79 848 EUR,89 m2,(897 EUR/m2),Продава 3-СТАЕН,3-ти от 10,"Строителство: Тухла, 2000 г."
"град Пловдив, Център, Мараша",89 998 EUR,78 m2,(1154 EUR/m2),Продава 3-СТАЕН,1-ви от 10,Строителство: Тухла
"град Пловдив, Център, С-Н ХРИСТО БОТЕВ",92 900 EUR,100 m2,(929 EUR/m2),Продава 3-СТАЕН,6-ти от 8,Строителство: Панел
"град Пловдив, Център, Военна Болница",93 050 EUR,72 m2,(1292 EUR/m2),Продава 3-СТАЕН,4-ти от 6,Строителство: Тухла
"град Пловдив, Център",93 348 EUR,93 m2,(1004 EUR/m2),Продава 3-СТАЕН,8-ми от 9,"Строителство: Тухла, 2023 г."
"град Пловдив, Център",93 350 EUR,93 m2,(1004 EUR/m2),Продава 3-СТАЕН,8-ми от 9,Строителство: Тухла
"град Пловдив, Център, р-т. Стадиона",94 000 EUR,94 m2,(1000 EUR/m2),Продава 3-СТАЕН,6-ти от 7,Строителство: Тухла
"град Пловдив, Център, Каменица 2",94 759 EUR,100 m2,(948 EUR/m2),Продава 3-СТАЕН,16-ти от 16,Строителство: Тухла
"град Пловдив, Център",96 000 EUR,80 m2,(1200 EUR/m2),Продава 3-СТАЕН,10-ти от 11,ТEЦ: ДА
"град Пловдив, Център, Съдийски",99 999 EUR,110 m2,(909 EUR/m2),Продава 3-СТАЕН,3-ти от 4,Строителство: Тухла
"град Пловдив, Център",103 000 EUR,84 m2,(1226 EUR/m2),Продава 3-СТАЕН,2-ри от 3,"Строителство: Гредоред, 1959 г."
"град Пловдив, Център",107 000 EUR,107 m2,(1000 EUR/m2),Продава 3-СТАЕН,3-ти от 4,Газ: НЕ
"град Пловдив, Център, Гранда",109 900 EUR,100 m2,(1099 EUR/m2),Продава 3-СТАЕН,7-ми от 10,Строителство: Тухла
"град Пловдив, Център, ВМИ",110 870 EUR,97 m2,(1143 EUR/m2),Продава 3-СТАЕН,2-ри от 6,Строителство: Тухла
"град Пловдив, Център, Стария град",113 850 EUR,88 m2,(1294 EUR/m2),Продава 3-СТАЕН,3-ти от 5,Строителство: Тухла
"град Пловдив, Център, Стария град",115 000 EUR,111 m2,(1036 EUR/m2),Продава 3-СТАЕН,3-ти от 8,Строителство: Тухла
"град Пловдив, Център, Стар град",126 000 EUR,126 m2,(1000 EUR/m2),Продава 3-СТАЕН,4-ти от 5,Строителство: Тухла
"град Пловдив, Център, ПУ",128 800 EUR,69 m2,(1867 EUR/m2),Продава 3-СТАЕН,1-ви от 3,"Строителство: Тухла, 1974 г."
"град Пловдив, Център, Каменица 2",128 995 EUR,99 m2,(1303 EUR/m2),Продава 3-СТАЕН,6-ти от 8,Строителство: Панел
"град Пловдив, Център, II-ра Каменица",132 600 EUR,125 m2,(1061 EUR/m2),Продава 3-СТАЕН,Тухла,"
"
"град Пловдив, Център, Тримонциум",144 820 EUR,103 m2,(1406 EUR/m2),Продава 3-СТАЕН,4-ти от 11,Строителство: Тухла
"град Пловдив, Център, ц.'Света Петка'",145 900 EUR,117 m2,(1247 EUR/m2),Продава 3-СТАЕН,9-ти от 9,Строителство: Тухла
"град Пловдив, Център, Евмолпия",149 000 EUR,98 m2,(1520 EUR/m2),Продава 3-СТАЕН,3-ти от 4,Строителство: Тухла
"град Пловдив, Център, Военна болница",160 000 EUR,92 m2,(1739 EUR/m2),Продава 3-СТАЕН,2-ри от 4,Строителство: Тухла
"град Пловдив, Център, МЛАДЕЖКИ ХЪЛМ",160 000 EUR,104 m2,(1538 EUR/m2),Продава 3-СТАЕН,2-ри от 5,"Строителство: Тухла, 2015 г."
"град Пловдив, Център, Съдийски",164 998 EUR,124 m2,(1331 EUR/m2),Продава 3-СТАЕН,3-ти от 4,Строителство: Тухла
"град Пловдив, Център",168 012 EUR,132 m2,(1273 EUR/m2),Продава 3-СТАЕН,5-ти от 5,Газ: НЕ
"град Пловдив, Център",170 800 EUR,122 m2,(1400 EUR/m2),Продава 3-СТАЕН,4-ти от 6,"Строителство: Тухла, 2021 г."
"град Пловдив, Център, Четвъртак пазара",185 000 EUR,112 m2,(1652 EUR/m2),Продава 3-СТАЕН,2-ри от 6,"Строителство: Тухла, 2007 г."
"град Пловдив, Център, Четвъртък пазар",188 000 EUR,111 m2,(1694 EUR/m2),Продава 3-СТАЕН,2-ри от 5,"Строителство: Тухла, 2007 г."
"град Пловдив, Център, 2-ро РПУ",194 222 EUR,117 m2,(1660 EUR/m2),Продава 3-СТАЕН,3-ти от 6,Строителство: Тухла
"град Пловдив, Център, 'Бунарджика'",194 400 EUR,108 m2,(1800 EUR/m2),Продава 3-СТАЕН,2-ри от 5,Строителство: Тухла
"град Пловдив, Център",196 000 EUR,196 m2,(1000 EUR/m2),Продава 3-СТАЕН,5-ти от 6,"Строителство: Тухла, 2009 г."
"град Пловдив, Център, Бунарджика",211 300 EUR,148 m2,(1428 EUR/m2),Продава 3-СТАЕН,2-ри от 5,Строителство: Тухла
"град Пловдив, Център",231 590 EUR,181 m2,(1280 EUR/m2),Продава 3-СТАЕН,5-ти от 5,Газ: НЕ
"град Пловдив, Център",259 000 EUR,150 m2,(1727 EUR/m2),Продава 3-СТАЕН,5-ти от 8,"Строителство: Тухла, 2018 г."
"град Пловдив, Център, Мараша",295 000 EUR,119 m2,(2479 EUR/m2),Продава 3-СТАЕН,Тухла,"
"
