location,price,m2,price/m2,details,floor,build
"град Пловдив, Христо Смирненски, Гребна база",69 500 EUR,70 m2,(993 EUR/m2),Продава 2-СТАЕН,6-ти от 10,Строителство: Тухла
"град Пловдив, Христо Смирненски, маг.Сани",71 000 EUR,65 m2,(1092 EUR/m2),Продава 2-СТАЕН,3-ти от 8,Строителство: Панел
"град Пловдив, Христо Смирненски",73 000 EUR,71 m2,(1028 EUR/m2),Продава 2-СТАЕН,2-ри от 5,Строителство: Тухла
"град Пловдив, Христо Смирненски",74 980 EUR,80 m2,(937 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Пловдив, Христо Смирненски, Гребна База",75 000 EUR,61 m2,(1230 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Пловдив, Христо Смирненски, ГРЕБНА БАЗА",76 260 EUR,82 m2,(930 EUR/m2),Продава 2-СТАЕН,7-ми от 8,"Строителство: Тухла, 2022 г."
"град Пловдив, Христо Смирненски, Прослав",76 500 EUR,82 m2,(933 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Пловдив, Христо Смирненски",78 200 EUR,68 m2,(1150 EUR/m2),Продава 2-СТАЕН,НЕ,Строителство: Тухла
"град Пловдив, Христо Смирненски",79 179 EUR,111 m2,(713 EUR/m2),Продава 2-СТАЕН,1-ви от 4,Газ: НЕ
"град Пловдив, Христо Смирненски, АГ Селена",80 000 EUR,60 m2,(1333 EUR/m2),Продава 2-СТАЕН,3-ти от 8,"Строителство: Панел, 1989 г."
"град Пловдив, Христо Смирненски, МОЛ Пловдив",80 290 EUR,73 m2,(1100 EUR/m2),Продава 2-СТАЕН,3-ти от 9,Строителство: Тухла
"град Пловдив, Христо Смирненски, ГРЕБНА БАЗА",81 180 EUR,82 m2,(990 EUR/m2),Продава 2-СТАЕН,5-ти от 8,"Строителство: Тухла, 2022 г."
"град Пловдив, Христо Смирненски",81 599 EUR,60 m2,(1360 EUR/m2),Продава 2-СТАЕН,3-ти от 8,"Строителство: Панел, 1975 г."
"град Пловдив, Христо Смирненски",81 600 EUR,65 m2,(1255 EUR/m2),Продава 2-СТАЕН,3-ти от 8,"Строителство: Панел, 1985 г."
"град Пловдив, Христо Смирненски",86 000 EUR,68 m2,(1265 EUR/m2),Продава 2-СТАЕН,4-ти от 7,"Строителство: Тухла, 2020 г."
"град Пловдив, Христо Смирненски, МОЛ Пловдив",87 000 EUR,82 m2,(1061 EUR/m2),Продава 2-СТАЕН,"Тухла, 2022 г.","
"
"град Пловдив, Христо Смирненски, Гребна база",94 000 EUR,107 m2,(879 EUR/m2),Продава 2-СТАЕН,1-ви от 5,"Строителство: Тухла, 2020 г."
"град Пловдив, Христо Смирненски",96 000 EUR,82 m2,(1171 EUR/m2),Продава 2-СТАЕН,"Тухла, 2022 г.","
"
"град Пловдив, Христо Смирненски, МОЛ Пловдив",105 000 EUR,105 m2,(1000 EUR/m2),Продава 2-СТАЕН,6-ти от 6,"Строителство: Тухла, 2022 г."
"град Пловдив, Христо Смирненски",113 552 EUR,99 m2,(1147 EUR/m2),Продава 2-СТАЕН,1-ви от 7,Газ: НЕ
"град Пловдив, Христо Смирненски",118 550 EUR,72 m2,(1647 EUR/m2),Продава 2-СТАЕН,5-ти от 5,"Строителство: Тухла, 2022 г."
"град Пловдив, Христо Смирненски",120 000 EUR,77 m2,(1558 EUR/m2),Продава 2-СТАЕН,6-ти от 7,Строителство: Тухла
"град Пловдив, Христо Смирненски",,61 m2,,Продава 2-СТАЕН,3-ти от 7,Газ: НЕ
"град Пловдив, Христо Смирненски, Гребна База, Лекси",,70 m2,,Продава 2-СТАЕН,2-ри от 11,ТEЦ: ДА
"град Пловдив, Христо Смирненски, Гребна База, Лекси",,73 m2,,Продава 2-СТАЕН,4-ти от 11,ТEЦ: ДА
"град Пловдив, Център, Съдийски квартал",47 980 EUR,59 m2,(813 EUR/m2),Продава 2-СТАЕН,7-ми от 9,Строителство: Тухла
"град Пловдив, Център, Военна болница",51 000 EUR,60 m2,(850 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Пловдив, Център",63 070 EUR,63 m2,(1001 EUR/m2),Продава 2-СТАЕН,2-ри от 9,Строителство: Тухла
"град Пловдив, Център",66 900 EUR,59 m2,(1134 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Пловдив, Център",66 989 EUR,59 m2,(1135 EUR/m2),Продава 2-СТАЕН,3-ти от 3,"Строителство: Тухла, 1960 г."
"град Пловдив, Център",68 200 EUR,62 m2,(1100 EUR/m2),Продава 2-СТАЕН,5-ти от 6,"Строителство: Тухла, 2021 г."
"град Пловдив, Център, Широк център",75 250 EUR,75 m2,(1003 EUR/m2),Продава 2-СТАЕН,2-ри от 9,Строителство: Тухла
"град Пловдив, Център",78 000 EUR,60 m2,(1300 EUR/m2),Продава 2-СТАЕН,4-ти от 6,"Строителство: Тухла, 1951 г."
"град Пловдив, Център, СЦ",78 000 EUR,69 m2,(1130 EUR/m2),Продава 2-СТАЕН,2-ри от 3,"Строителство: Тухла, 1970 г."
"град Пловдив, Център, Платинум хоумс",81 500 EUR,83 m2,(982 EUR/m2),Продава 2-СТАЕН,6-ти от 9,"Строителство: Тухла, 2022 г."
"град Пловдив, Център, Каменица 1",84 460 EUR,61 m2,(1385 EUR/m2),Продава 2-СТАЕН,Панел,"
"
"град Пловдив, Център, ТЦ Гранд",84 650 EUR,72 m2,(1176 EUR/m2),Продава 2-СТАЕН,5-ти от 6,Строителство: Тухла
"град Пловдив, Център, Гребна база",86 000 EUR,68 m2,(1265 EUR/m2),Продава 2-СТАЕН,2-ри от 5,Строителство: Тухла
"град Пловдив, Център, Каменица 1",89 000 EUR,61 m2,(1459 EUR/m2),Продава 2-СТАЕН,1-ви от 6,Строителство: Панел
"град Пловдив, Център, Водна палата",89 999 EUR,90 m2,(1000 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Пловдив, Център, Младежки хълм",91 299 EUR,72 m2,(1268 EUR/m2),Продава 2-СТАЕН,9-ти от 13,Строителство: Тухла
"град Пловдив, Център",92 000 EUR,75 m2,(1227 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Пловдив, Център, Бунарджика",92 500 EUR,48 m2,(1927 EUR/m2),Продава 2-СТАЕН,2-ри от 5,Строителство: Тухла
"град Пловдив, Център",99 900 EUR,83 m2,(1204 EUR/m2),Продава 2-СТАЕН,7-ми от 9,"Строителство: Тухла, 2022 г."
"град Пловдив, Център",101 959 EUR,74 m2,(1378 EUR/m2),Продава 2-СТАЕН,2-ри от 9,"Строителство: Тухла, 2021 г."
"град Пловдив, Център, Сити парк",103 000 EUR,55 m2,(1873 EUR/m2),Продава 2-СТАЕН,5-ти от 9,"Строителство: Тухла, 2021 г."
"град Пловдив, Център, бул.''Източен''65",104 720 EUR,72 m2,(1454 EUR/m2),Продава 2-СТАЕН,2-ри от 8,Газ: НЕ
"град Пловдив, Център",104 900 EUR,80 m2,(1311 EUR/m2),Продава 2-СТАЕН,5-ти от 9,Строителство: Тухла
"град Пловдив, Център",106 500 EUR,80 m2,(1331 EUR/m2),Продава 2-СТАЕН,5-ти от 10,"Строителство: Тухла, 2022 г."
"град Пловдив, Център",109 000 EUR,80 m2,(1363 EUR/m2),Продава 2-СТАЕН,4-ти от 8,"Строителство: Тухла, 2022 г."
"град Пловдив, Център, 2-ро РПУ",111 969 EUR,67 m2,(1671 EUR/m2),Продава 2-СТАЕН,3-ти от 6,Строителство: Тухла
"град Пловдив, Център, Младежки хълм",112 500 EUR,75 m2,(1500 EUR/m2),Продава 2-СТАЕН,4-ти от 6,Строителство: Тухла
"град Пловдив, Център, ВМИ",115 000 EUR,65 m2,(1769 EUR/m2),Продава 2-СТАЕН,5-ти от 8,"Строителство: Тухла, 2019 г."
"град Пловдив, Център, Папараци",121 600 EUR,87 m2,(1398 EUR/m2),Продава 2-СТАЕН,4-ти от 7,Строителство: Тухла
"град Пловдив, Център, ВМИ",122 000 EUR,79 m2,(1544 EUR/m2),Продава 2-СТАЕН,2-ри от 8,Строителство: Тухла
"град Пловдив, Център, ВМИ",125 000 EUR,60 m2,(2083 EUR/m2),Продава 2-СТАЕН,3-ти от 7,"Строителство: Тухла, 2019 г."
"град Пловдив, Център, ХОТЕЛ ЛАЙПЦИГ",127 499 EUR,85 m2,(1500 EUR/m2),Продава 2-СТАЕН,5-ти от 6,Строителство: Тухла
"град Пловдив, Център",142 500 EUR,116 m2,(1228 EUR/m2),Продава 2-СТАЕН,НЕ,ТEЦ: Лок.отопл.
"град Пловдив, Център, Света Петка",157 500 EUR,105 m2,(1500 EUR/m2),Продава 2-СТАЕН,2-ри от 6,"Строителство: Тухла, 2023 г."
"град Пловдив, Център, ТЦ Гранд",185 000 EUR,72 m2,(2569 EUR/m2),Продава 2-СТАЕН,4-ти от 5,"Строителство: Тухла, 2020 г."
"град Пловдив, Център",195 000 EUR,65 m2,(3000 EUR/m2),Продава 2-СТАЕН,2-ри от 4,Газ: ДА
"град Пловдив, Център, Пешеходен мост",,73 m2,,Продава 2-СТАЕН,4-ти от 8,ТEЦ: ДА
"град Пловдив, Център, Пешеходен мост",,88 m2,,Продава 2-СТАЕН,8-ми от 8,ТEЦ: ДА
"град Пловдив, Център, Пешеходен мост",,69 m2,,Продава 2-СТАЕН,6-ти от 8,ТEЦ: ДА
"град Пловдив, Южен",48 900 EUR,61 m2,(802 EUR/m2),Продава 2-СТАЕН,2-ри от 6,"Строителство: Тухла, 2022 г."
"град Пловдив, Южен, пазара на Хоризонт",50 000 EUR,65 m2,(769 EUR/m2),Продава 2-СТАЕН,6-ти от 6,Газ: НЕ
"град Пловдив, Южен",54 400 EUR,68 m2,(800 EUR/m2),Продава 2-СТАЕН,2-ри от 6,"Строителство: Тухла, 2022 г."
"град Пловдив, Южен",68 500 EUR,72 m2,(951 EUR/m2),Продава 2-СТАЕН,2-ри от 7,"Строителство: Тухла, 2022 г."
"град Пловдив, Южен",70 000 EUR,76 m2,(921 EUR/m2),Продава 2-СТАЕН,2-ри от 10,"Строителство: Тухла, 2022 г."
"град Пловдив, Беломорски",170 000 EUR,145 m2,(1172 EUR/m2),Продава 3-СТАЕН,2-ри от 4,"Строителство: Тухла, 2008 г."
"град Пловдив, Въстанически",69 900 EUR,82 m2,(852 EUR/m2),Продава 3-СТАЕН,4-ти от 4,"Строителство: Панел, 1986 г."
"град Пловдив, Въстанически, бул. 'Южен'",73 890 EUR,97 m2,(762 EUR/m2),Продава 3-СТАЕН,7-ми от 9,Строителство: Тухла
"град Пловдив, Въстанически, бул. 'Южен'",74 490 EUR,101 m2,(738 EUR/m2),Продава 3-СТАЕН,2-ри от 9,Строителство: Тухла
"град Пловдив, Въстанически",78 900 EUR,96 m2,(822 EUR/m2),Продава 3-СТАЕН,2-ри от 4,"Строителство: Тухла, 2021 г."
"град Пловдив, Въстанически",79 300 EUR,82 m2,(967 EUR/m2),Продава 3-СТАЕН,6-ти от 6,"Строителство: Тухла, 2022 г."
"град Пловдив, Въстанически, бул. 'Южен'",79 300 EUR,82 m2,(967 EUR/m2),Продава 3-СТАЕН,7-ми от 10,Строителство: Тухла
"град Пловдив, Въстанически, Общината",83 580 EUR,101 m2,(828 EUR/m2),Продава 3-СТАЕН,3-ти от 11,Строителство: Тухла
"град Пловдив, Въстанически, бул. 'Южен'",91 260 EUR,107 m2,(853 EUR/m2),Продава 3-СТАЕН,3-ти от 5,Строителство: Тухла
"град Пловдив, Въстанически, бул. 'Южен'",94 630 EUR,94 m2,(1007 EUR/m2),Продава 3-СТАЕН,4-ти от 4,Строителство: Тухла
"град Пловдив, Въстанически, бенз. 'Хаджията Груев'",101 200 EUR,107 m2,(946 EUR/m2),Продава 3-СТАЕН,1-ви от 5,"Строителство: Тухла, 2023 г."
"град Пловдив, Въстанически, южен",105 000 EUR,99 m2,(1061 EUR/m2),Продава 3-СТАЕН,3-ти от 8,"Строителство: Панел, 1996 г."
"град Пловдив, Въстанически, Общината",118 000 EUR,96 m2,(1229 EUR/m2),Продава 3-СТАЕН,1-ви от 5,"Строителство: Тухла, 2022 г."
"град Пловдив, Въстанически, Южен",119 000 EUR,93 m2,(1280 EUR/m2),Продава 3-СТАЕН,3-ти от 9,"Строителство: Тухла, 2008 г."
"град Пловдив, Въстанически, Общината",122 500 EUR,96 m2,(1276 EUR/m2),Продава 3-СТАЕН,5-ти от 7,Строителство: Тухла
"град Пловдив, Въстанически, Коматевски възел",127 520 EUR,118 m2,(1081 EUR/m2),Продава 3-СТАЕН,"Тухла, 2020 г.","
"
"град Пловдив, Въстанически, Коматевски възел",133 990 EUR,109 m2,(1229 EUR/m2),Продава 3-СТАЕН,2-ри от 5,Строителство: Тухла
"град Пловдив, Въстанически",134 700 EUR,110 m2,(1225 EUR/m2),Продава 3-СТАЕН,2-ри от 5,"Строителство: Тухла, 2014 г."
"град Пловдив, Въстанически, НАП",140 000 EUR,130 m2,(1077 EUR/m2),Продава 3-СТАЕН,2-ри от 4,Газ: НЕ
"град Пловдив, Въстанически, Камела",142 000 EUR,140 m2,(1014 EUR/m2),Продава 3-СТАЕН,5-ти от 5,Строителство: Тухла
"град Пловдив, Въстанически, Камела",149 000 EUR,118 m2,(1263 EUR/m2),Продава 3-СТАЕН,2-ри от 6,"Строителство: Тухла, 2005 г."
"град Пловдив, Гагарин",86 668 EUR,60 m2,(1444 EUR/m2),Продава 3-СТАЕН,1-ви от 6,"Строителство: Панел, 1970 г."
"град Пловдив, Гагарин",86 900 EUR,108 m2,(805 EUR/m2),Продава 3-СТАЕН,1-ви от 6,Строителство: Тухла
"град Пловдив, Гагарин",89 500 EUR,105 m2,(852 EUR/m2),Продава 3-СТАЕН,3-ти от 9,"Строителство: Тухла, 2023 г."
"град Пловдив, Гагарин",102 000 EUR,110 m2,(927 EUR/m2),Продава 3-СТАЕН,3-ти от 9,"Строителство: Тухла, 1970 г."
"град Пловдив, Гагарин",112 900 EUR,136 m2,(830 EUR/m2),Продава 3-СТАЕН,6-ти от 6,Строителство: Тухла
"град Пловдив, Гагарин",142 900 EUR,169 m2,(846 EUR/m2),Продава 3-СТАЕН,6-ти от 6,Строителство: Тухла
"град Пловдив, Западен",75 900 EUR,92 m2,(825 EUR/m2),Продава 3-СТАЕН,2-ри от 5,"Строителство: Тухла, 2022 г."
"град Пловдив, Западен",82 850 EUR,101 m2,(820 EUR/m2),Продава 3-СТАЕН,3-ти от 4,Газ: НЕ
"град Пловдив, Западен, Гребна база",104 688 EUR,116 m2,(902 EUR/m2),Продава 3-СТАЕН,2-ри от 4,Строителство: Тухла
"град Пловдив, Западен",108 362 EUR,96 m2,(1129 EUR/m2),Продава 3-СТАЕН,2-ри от 4,Газ: НЕ
"град Пловдив, Западен, Квартал Отдих и Култура",,113 m2,,Продава 3-СТАЕН,3-ти от 7,ТEЦ: ДА
"град Пловдив, Западен, Квартал Отдих и Култура",,117 m2,,Продава 3-СТАЕН,4-ти от 7,ТEЦ: ДА
"град Пловдив, Изгрев",49 000 EUR,68 m2,(721 EUR/m2),Продава 3-СТАЕН,Панел,"
"
"град Пловдив, Изгрев, У-ще Димчо Дебелянов",58 000 EUR,90 m2,(644 EUR/m2),Продава 3-СТАЕН,7-ми от 8,Строителство: Панел
"град Пловдив, Изгрев",58 000 EUR,84 m2,(690 EUR/m2),Продава 3-СТАЕН,1-ви от 8,"Строителство: Панел, 1987 г."
"град Пловдив, Изгрев, У-ще Димчо Дебелянов",62 000 EUR,82 m2,(756 EUR/m2),Продава 3-СТАЕН,3-ти от 8,Строителство: Панел
"град Пловдив, Изгрев",69 900 EUR,86 m2,(813 EUR/m2),Продава 3-СТАЕН,4-ти от 8,"Строителство: Панел, 1980 г."
"град Пловдив, Каменица 1",120 000 EUR,80 m2,(1500 EUR/m2),Продава 3-СТАЕН,3-ти от 5,"Строителство: Тухла, 1995 г."
"град Пловдив, Каменица 1",122 000 EUR,75 m2,(1627 EUR/m2),Продава 3-СТАЕН,9-ти от 11,"Строителство: ЕПК, 1980 г."
"град Пловдив, Каменица 2, бул. Източен 80",79 848 EUR,89 m2,(897 EUR/m2),Продава 3-СТАЕН,3-ти от 11,"Строителство: Тухла, 2000 г."
"град Пловдив, Каменица 2",92 000 EUR,92 m2,(1000 EUR/m2),Продава 3-СТАЕН,16-ти от 16,"Строителство: ЕПК, 1995 г."
"град Пловдив, Каменица 2",92 999 EUR,94 m2,(989 EUR/m2),Продава 3-СТАЕН,6-ти от 8,"Строителство: Панел, 1985 г."
"град Пловдив, Каменица 2",129 000 EUR,99 m2,(1303 EUR/m2),Продава 3-СТАЕН,6-ти от 6,"Строителство: Панел, 1985 г."
"град Пловдив, Каменица 2",129 000 EUR,99 m2,(1303 EUR/m2),Продава 3-СТАЕН,6-ти от 8,Газ: НЕ
"град Пловдив, Коматево",69 000 EUR,80 m2,(863 EUR/m2),Продава 3-СТАЕН,2-ри от 5,"Строителство: Панел, 1980 г."
"град Пловдив, Коматево",89 700 EUR,103 m2,(871 EUR/m2),Продава 3-СТАЕН,3-ти от 5,Газ: НЕ
"град Пловдив, Коматево",94 600 EUR,104 m2,(910 EUR/m2),Продава 3-СТАЕН,2-ри от 5,"Строителство: Тухла, 2022 г."
"град Пловдив, Коматево",129 290 EUR,204 m2,(634 EUR/m2),Продава 3-СТАЕН,2-ри от 6,Газ: НЕ
"град Пловдив, Коматевски възел",95 000 EUR,114 m2,(833 EUR/m2),Продава 3-СТАЕН,4-ти от 4,Газ: НЕ
"град Пловдив, Коматевски възел",127 520 EUR,118 m2,(1081 EUR/m2),Продава 3-СТАЕН,4-ти от 4,Газ: НЕ
"град Пловдив, Кършияка",94 900 лв.,84 m2,(1130 лв./m2),Продава 3-СТАЕН,4-ти от 14,Газ: НЕ
"град Пловдив, Кършияка",69 990 EUR,79 m2,(886 EUR/m2),Продава 3-СТАЕН,6-ти от 10,Строителство: ЕПК
"град Пловдив, Кършияка, II-ро колело на Панаира",69 999 EUR,95 m2,(737 EUR/m2),Продава 3-СТАЕН,6-ти от 8,Строителство: Тухла
"град Пловдив, Кършияка, Пловдивски панаир",74 950 EUR,93 m2,(806 EUR/m2),Продава 3-СТАЕН,Тухла,"
"
"град Пловдив, Кършияка, II-ро колело",76 500 EUR,90 m2,(850 EUR/m2),Продава 3-СТАЕН,4-ти от 5,Строителство: Тухла
"град Пловдив, Кършияка, река Марица",80 080 EUR,104 m2,(770 EUR/m2),Продава 3-СТАЕН,Тухла,"
"
"град Пловдив, Кършияка, II-ро колело на Панаира",81 599 EUR,64 m2,(1275 EUR/m2),Продава 3-СТАЕН,5-ти от 5,Строителство: Панел
"град Пловдив, Кършияка",82 900 EUR,99 m2,(837 EUR/m2),Продава 3-СТАЕН,6-ти от 6,"Строителство: Тухла, 2022 г."
"град Пловдив, Кършияка, Пловдивски панаир",84 450 EUR,99 m2,(853 EUR/m2),Продава 3-СТАЕН,8-ми от 9,Строителство: Тухла
"град Пловдив, Кършияка, Пловдивски панаир",85 320 EUR,108 m2,(790 EUR/m2),Продава 3-СТАЕН,8-ми от 18,"Строителство: Тухла, 2023 г."
"град Пловдив, Кършияка, Гагарин",85 900 EUR,102 m2,(842 EUR/m2),Продава 3-СТАЕН,2-ри от 6,"Строителство: Тухла, 2022 г."
"град Пловдив, Кършияка, Магазин БИЛЛА",86 999 EUR,75 m2,(1160 EUR/m2),Продава 3-СТАЕН,2-ри от 4,ТEЦ: ДА
"град Пловдив, Кършияка",87 000 EUR,93 m2,(935 EUR/m2),Продава 3-СТАЕН,Тухла,"
"
"град Пловдив, Кършияка, Пловдивски панаир",89 402 EUR,104 m2,(860 EUR/m2),Продава 3-СТАЕН,8-ми от 9,"Строителство: Тухла, 2022 г."
"град Пловдив, Кършияка",90 060 EUR,114 m2,(790 EUR/m2),Продава 3-СТАЕН,9-ти от 18,"Строителство: Тухла, 2023 г."
"град Пловдив, Кършияка, II-ро колело на Панаира",91 900 EUR,102 m2,(901 EUR/m2),Продава 3-СТАЕН,5-ти от 6,Строителство: Тухла
"град Пловдив, Кършияка",92 170 EUR,120 m2,(768 EUR/m2),Продава 3-СТАЕН,4-ти от 12,Строителство: Тухла
"град Пловдив, Кършияка",93 534 EUR,110 m2,(850 EUR/m2),Продава 3-СТАЕН,4-ти от 9,Газ: НЕ
"град Пловдив, Кършияка",95 000 EUR,109 m2,(872 EUR/m2),Продава 3-СТАЕН,8-ми от 8,Газ: НЕ
"град Пловдив, Кършияка",97 000 EUR,100 m2,(970 EUR/m2),Продава 3-СТАЕН,3-ти от 3,"Строителство: Тухла, 1985 г."
"град Пловдив, Кършияка",99 740 EUR,100 m2,(997 EUR/m2),Продава 3-СТАЕН,2-ри от 10,Строителство: Тухла
"град Пловдив, Кършияка, х-л Ст.Петербург",100 350 EUR,101 m2,(994 EUR/m2),Продава 3-СТАЕН,1-ви от 8,Строителство: Тухла
"град Пловдив, Кършияка, Гагарин",101 999 EUR,110 m2,(927 EUR/m2),Продава 3-СТАЕН,3-ти от 9,Строителство: Тухла
"град Пловдив, Кършияка",103 000 EUR,107 m2,(963 EUR/m2),Продава 3-СТАЕН,4-ти от 9,Газ: НЕ
"град Пловдив, Кършияка",106 470 EUR,107 m2,(995 EUR/m2),Продава 3-СТАЕН,4-ти от 10,"Строителство: Тухла, 2023 г."
"град Пловдив, Кършияка",110 000 EUR,130 m2,(846 EUR/m2),Продава 3-СТАЕН,17-ти от 17,"Строителство: ЕПК, 1990 г."
"град Пловдив, Кършияка",110 990 EUR,86 m2,(1291 EUR/m2),Продава 3-СТАЕН,4-ти от 9,"Строителство: Тухла, 2012 г."
"град Пловдив, Кършияка, Гагарин",112 900 EUR,136 m2,(830 EUR/m2),Продава 3-СТАЕН,6-ти от 6,"Строителство: Тухла, 2022 г."
"град Пловдив, Кършияка, ц. 'Св. Ив. Рилски'",113 500 EUR,86 m2,(1320 EUR/m2),Продава 3-СТАЕН,3-ти от 5,"Строителство: Тухла, 2022 г."
"град Пловдив, Кършияка, Гагарин",114 999 EUR,86 m2,(1337 EUR/m2),Продава 3-СТАЕН,4-ти от 10,Строителство: Тухла
"град Пловдив, Кършияка",115 800 EUR,93 m2,(1245 EUR/m2),Продава 3-СТАЕН,4-ти от 6,Газ: НЕ
"град Пловдив, Кършияка",119 535 EUR,104 m2,(1149 EUR/m2),Продава 3-СТАЕН,2-ри от 7,"Строителство: Тухла, 2024 г."
"град Пловдив, Кършияка, до Била и Тон Бонбон",119 600 EUR,104 m2,(1150 EUR/m2),Продава 3-СТАЕН,2-ри от 7,ТEЦ: ДА
"град Пловдив, Кършияка",122 400 EUR,96 m2,(1275 EUR/m2),Продава 3-СТАЕН,2-ри от 5,Строителство: Тухла
"град Пловдив, Кършияка, Марица Гардънс",130 000 EUR,96 m2,(1354 EUR/m2),Продава 3-СТАЕН,5-ти от 6,"Строителство: Тухла, 2021 г."
"град Пловдив, Кършияка, Холидей Инг",132 000 EUR,110 m2,(1200 EUR/m2),Продава 3-СТАЕН,5-ти от 8,"Строителство: Тухла, 2022 г."
"град Пловдив, Кършияка",132 997 EUR,111 m2,(1198 EUR/m2),Продава 3-СТАЕН,6-ти от 8,"Строителство: Тухла, 2021 г."
"град Пловдив, Кършияка, ц.СВ.Иван Рилски",145 000 EUR,112 m2,(1295 EUR/m2),Продава 3-СТАЕН,4-ти от 6,Строителство: Тухла
"град Пловдив, Кършияка, х-л Ст.Петербург",149 800 EUR,111 m2,(1350 EUR/m2),Продава 3-СТАЕН,2-ри от 4,Строителство: Тухла
"град Пловдив, Кършияка, Пощата",153 600 EUR,150 m2,(1024 EUR/m2),Продава 3-СТАЕН,2-ри от 5,Строителство: Тухла
"град Пловдив, Кършияка, храм Св.Иван Рилски",155 000 EUR,140 m2,(1107 EUR/m2),Продава 3-СТАЕН,5-ти от 9,"Строителство: Тухла, 2014 г."
"град Пловдив, Кършияка",155 900 EUR,155 m2,(1006 EUR/m2),Продава 3-СТАЕН,2-ри от 4,"Строителство: Тухла, 2020 г."
"град Пловдив, Кършияка",158 900 EUR,140 m2,(1135 EUR/m2),Продава 3-СТАЕН,Тухла,"
"
"град Пловдив, Кършияка",163 500 EUR,124 m2,(1319 EUR/m2),Продава 3-СТАЕН,3-ти от 6,"Строителство: Тухла, 2012 г."
"град Пловдив, Кършияка",170 000 EUR,126 m2,(1349 EUR/m2),Продава 3-СТАЕН,6-ти от 6,"Строителство: Тухла, 2018 г."
"град Пловдив, Кършияка, моста на Герджика",180 000 EUR,108 m2,(1667 EUR/m2),Продава 3-СТАЕН,7-ми от 7,"Строителство: Тухла, 2018 г."
"град Пловдив, Кършияка",180 000 EUR,155 m2,(1161 EUR/m2),Продава 3-СТАЕН,7-ми от 7,"Строителство: Тухла, 2012 г."
"град Пловдив, Кършияка, Новотела",244 999 EUR,245 m2,(1000 EUR/m2),Продава 3-СТАЕН,6-ти от 7,Строителство: Тухла
"град Пловдив, Кършияка, х-л Ст.Петербург",249 999 EUR,120 m2,(2083 EUR/m2),Продава 3-СТАЕН,Тухла,"
"
"град Пловдив, Кършияка, МАРИЦА ГАРДЪНС",252 800 EUR,158 m2,(1600 EUR/m2),Продава 3-СТАЕН,1-ви от 5,"Строителство: Тухла, 2021 г."
"град Пловдив, Кършияка",,120 m2,,Продава 3-СТАЕН,6-ти от 7,Газ: НЕ
"град Пловдив, Кючук Париж, Камела",61 299 EUR,80 m2,(766 EUR/m2),Продава 3-СТАЕН,Панел,"
"
"град Пловдив, Кючук Париж, бул. Южен",71 278 EUR,68 m2,(1048 EUR/m2),Продава 3-СТАЕН,2-ри от 8,Строителство: Панел
"град Пловдив, Кючук Париж, ул. Константин Геров",72 500 EUR,66 m2,(1098 EUR/m2),Продава 3-СТАЕН,8-ми от 8,Строителство: Панел
"град Пловдив, Кючук Париж",72 669 EUR,101 m2,(719 EUR/m2),Продава 3-СТАЕН,4-ти от 9,Газ: НЕ
"град Пловдив, Кючук Париж",73 950 EUR,87 m2,(850 EUR/m2),Продава 3-СТАЕН,7-ми от 7,Газ: НЕ
"град Пловдив, Кючук Париж, у-ще Димитър Талев",74 460 EUR,96 m2,(776 EUR/m2),Продава 3-СТАЕН,12-ти от 16,Строителство: Тухла
"град Пловдив, Кючук Париж",75 000 EUR,80 m2,(938 EUR/m2),Продава 3-СТАЕН,1-ви от 4,"Строителство: Панел, 1976 г."
"град Пловдив, Кючук Париж, бул.Южен",77 299 EUR,82 m2,(943 EUR/m2),Продава 3-СТАЕН,6-ти от 7,Строителство: Тухла
"град Пловдив, Кючук Париж, Южен",77 300 EUR,82 m2,(943 EUR/m2),Продава 3-СТАЕН,6-ти от 8,"Строителство: Тухла, 2022 г."
"град Пловдив, Кючук Париж, бул. Южен",79 999 EUR,94 m2,(851 EUR/m2),Продава 3-СТАЕН,1-ви от 6,Строителство: Панел
"град Пловдив, Кючук Париж",80 983 EUR,100 m2,(810 EUR/m2),Продава 3-СТАЕН,8-ми от 13,Газ: НЕ
"град Пловдив, Кючук Париж, Ул.Скопие",80 999 EUR,94 m2,(862 EUR/m2),Продава 3-СТАЕН,1-ви от 7,ТEЦ: НЕ
"град Пловдив, Кючук Париж, 1-во РПУ",90 000 EUR,100 m2,(900 EUR/m2),Продава 3-СТАЕН,Тухла,"
"
"град Пловдив, Кючук Париж",90 399 EUR,67 m2,(1349 EUR/m2),Продава 3-СТАЕН,2-ри от 16,"Строителство: ЕПК, 1985 г."
"град Пловдив, Кючук Париж, Големият парк",90 440 EUR,67 m2,(1350 EUR/m2),Продава 3-СТАЕН,2-ри от 16,Строителство: Тухла
"град Пловдив, Кючук Париж",90 500 EUR,70 m2,(1293 EUR/m2),Продава 3-СТАЕН,2-ри от 12,Строителство: Тухла
