location,price,m2,price/m2,details,floor,build
"град Русе, Широк център, Видин / Св.Георги",86 000 EUR,90 m2,(956 EUR/m2),Продава 2-СТАЕН,5-ти от 5,Газ: ДА
"град Русе, Широк център",101 500 EUR,78 m2,(1301 EUR/m2),Продава 2-СТАЕН,5-ти от 6,Газ: ДА
"град Русе, Ялта",65 000 EUR,65 m2,(1000 EUR/m2),Продава 2-СТАЕН,5-ти от 5,"Строителство: Тухла, 2010 г."
"град Русе, Ялта, до Градския стадион",65 000 EUR,65 m2,(1000 EUR/m2),Продава 2-СТАЕН,5-ти от 5,Газ: НЕ
"град Русе, Ялта",65 000 EUR,65 m2,(1000 EUR/m2),Продава 2-СТАЕН,5-ти от 5,"Строителство: Тухла, 2010 г."
"град Русе, Ялта",67 000 EUR,74 m2,(905 EUR/m2),Продава 2-СТАЕН,5-ти от 5,Строителство: Тухла
"град Русе, Алеи Възраждане, Вту",76 500 EUR,80 m2,(956 EUR/m2),Продава 3-СТАЕН,4-ти от 5,ТEЦ: ДА
"град Русе, Алеи Възраждане, Църквата",81 000 EUR,88 m2,(920 EUR/m2),Продава 3-СТАЕН,3-ти от 8,Газ: НЕ
"град Русе, Алеи Възраждане",100 000 EUR,77 m2,(1299 EUR/m2),Продава 3-СТАЕН,14-ти от 15,ТEЦ: ДА
"град Русе, Алеи Възраждане",135 000 EUR,90 m2,(1500 EUR/m2),Продава 3-СТАЕН,1-ви от 5,ТEЦ: ДА
"град Русе, в.з. Русофили, ДЗС",54 990 EUR,81 m2,(679 EUR/m2),Продава 3-СТАЕН,1-ви от 2,"Строителство: Тухла, 1971 г."
"град Русе, Възраждане",51 300 EUR,80 m2,(641 EUR/m2),Продава 3-СТАЕН,8-ми от 8,ТEЦ: ДА
"град Русе, Възраждане, Цветница",51 999 EUR,80 m2,(650 EUR/m2),Продава 3-СТАЕН,5-ти от 15,ТEЦ: ДА
"град Русе, Възраждане",59 000 EUR,83 m2,(711 EUR/m2),Продава 3-СТАЕН,1-ви от 8,ТEЦ: ДА
"град Русе, Възраждане",65 000 EUR,70 m2,(929 EUR/m2),Продава 3-СТАЕН,1-ви от 8,ТEЦ: ДА
"град Русе, Възраждане",77 500 EUR,75 m2,(1033 EUR/m2),Продава 3-СТАЕН,4-ти от 5,ТEЦ: ДА
"град Русе, Възраждане",77 500 EUR,76 m2,(1020 EUR/m2),Продава 3-СТАЕН,4-ти от 4,ТEЦ: ДА
"град Русе, Възраждане",77 500 EUR,76 m2,(1020 EUR/m2),Продава 3-СТАЕН,4-ти от 4,ТEЦ: ДА
"град Русе, Възраждане",78 000 EUR,72 m2,(1083 EUR/m2),Продава 3-СТАЕН,4-ти от 4,ТEЦ: ДА
"град Русе, Възраждане, Закрития пазар",78 500 EUR,90 m2,(872 EUR/m2),Продава 3-СТАЕН,1-ви от 5,ТEЦ: ДА
"град Русе, Възраждане",80 000 EUR,90 m2,(889 EUR/m2),Продава 3-СТАЕН,1-ви от 5,ТEЦ: ДА
"град Русе, Възраждане",80 000 EUR,85 m2,(941 EUR/m2),Продава 3-СТАЕН,6-ти от 8,ТEЦ: ДА
"град Русе, Възраждане",80 500 EUR,90 m2,(894 EUR/m2),Продава 3-СТАЕН,1-ви от 5,ТEЦ: ДА
"град Русе, Възраждане",158 000 лв.,70 m2,(2257 лв./m2),Продава 3-СТАЕН,14-ти от 15,Газ: НЕ
"град Русе, Възраждане, до ОУ 'Братя Миладинови'",160 000 лв.,135 m2,(1185 лв./m2),Продава 3-СТАЕН,5-ти от 5,ТEЦ: ДА
"град Русе, Възраждане",82 000 EUR,79 m2,(1038 EUR/m2),Продава 3-СТАЕН,8-ми от 8,Газ: НЕ
"град Русе, Възраждане, Воден",84 999 EUR,100 m2,(850 EUR/m2),Продава 3-СТАЕН,4-ти от 8,ТEЦ: ДА
"град Русе, Възраждане",85 000 EUR,78 m2,(1090 EUR/m2),Продава 3-СТАЕН,6-ти от 8,Газ: НЕ
"град Русе, Възраждане, началото",85 000 EUR,80 m2,(1063 EUR/m2),Продава 3-СТАЕН,6-ти от 8,ТEЦ: ДА
"град Русе, Възраждане",86 500 EUR,110 m2,(786 EUR/m2),Продава 3-СТАЕН,3-ти от 8,ТEЦ: ДА
"град Русе, Възраждане, Началото",87 000 EUR,82 m2,(1061 EUR/m2),Продава 3-СТАЕН,6-ти от 8,ТEЦ: ДА
"град Русе, Възраждане",87 000 EUR,90 m2,(967 EUR/m2),Продава 3-СТАЕН,6-ти от 8,ТEЦ: ДА
"град Русе, Възраждане, начало",87 000 EUR,81 m2,(1074 EUR/m2),Продава 3-СТАЕН,6-ти от 8,ТEЦ: ДА
"град Русе, Възраждане, Началото",87 000 EUR,100 m2,(870 EUR/m2),Продава 3-СТАЕН,5-ти от 8,ТEЦ: ДА
"град Русе, Възраждане",87 000 EUR,100 m2,(870 EUR/m2),Продава 3-СТАЕН,3-ти от 8,ТEЦ: ДА
"град Русе, Възраждане,  Воден",87 000 EUR,82 m2,(1061 EUR/m2),Продава 3-СТАЕН,6-ти от 8,ТEЦ: ДА
"град Русе, Възраждане",87 000 EUR,80 m2,(1088 EUR/m2),Продава 3-СТАЕН,6-ти от 7,Газ: НЕ
"град Русе, Възраждане",87 600 EUR,81 m2,(1081 EUR/m2),Продава 3-СТАЕН,6-ти от 8,Газ: НЕ
"град Русе, Възраждане, Русенски университет",88 000 EUR,70 m2,(1257 EUR/m2),Продава 3-СТАЕН,14-ти от 15,Газ: НЕ
"град Русе, Възраждане, началото",88 000 EUR,81 m2,(1086 EUR/m2),Продава 3-СТАЕН,6-ти от 8,ТEЦ: ДА
"град Русе, Възраждане, ВТУ",88 000 EUR,70 m2,(1257 EUR/m2),Продава 3-СТАЕН,14-ти от 15,ТEЦ: ДА
"град Русе, Възраждане",88 000 EUR,77 m2,(1143 EUR/m2),Продава 3-СТАЕН,14-ти от 15,ТEЦ: ДА
"град Русе, Възраждане",91 200 EUR,67 m2,(1361 EUR/m2),Продава 3-СТАЕН,14-ти от 15,ТEЦ: ДА
"град Русе, Възраждане, училище Братя Миладинови",92 500 EUR,110 m2,(841 EUR/m2),Продава 3-СТАЕН,3-ти от 8,ТEЦ: ДА
"град Русе, Възраждане, Университета",99 000 EUR,70 m2,(1414 EUR/m2),Продава 3-СТАЕН,14-ти от 15,Газ: НЕ
"град Русе, Възраждане, Русенски университет",99 000 EUR,70 m2,(1414 EUR/m2),Продава 3-СТАЕН,14-ти от 15,ТEЦ: ДА
"град Русе, Възраждане, Русенски Университет",99 000 EUR,70 m2,(1414 EUR/m2),Продава 3-СТАЕН,14-ти от 15,ТEЦ: ДА
"град Русе, Възраждане, Университета",99 900 EUR,100 m2,(999 EUR/m2),Продава 3-СТАЕН,7-ми от 8,Газ: НЕ
"град Русе, Възраждане, у-ще Възраждане",104 999 EUR,100 m2,(1050 EUR/m2),Продава 3-СТАЕН,7-ми от 8,ТEЦ: ДА
"град Русе, Възраждане",110 000 EUR,100 m2,(1100 EUR/m2),Продава 3-СТАЕН,7-ми от 8,ТEЦ: ДА
"град Русе, Възраждане, ул. Плиска",120 000 EUR,90 m2,(1333 EUR/m2),Продава 3-СТАЕН,4-ти от 7,ТEЦ: ДА
"град Русе, Възраждане",120 000 EUR,90 m2,(1333 EUR/m2),Продава 3-СТАЕН,4-ти от 7,ТEЦ: ДА
"град Русе, Възраждане",120 000 EUR,90 m2,(1333 EUR/m2),Продава 3-СТАЕН,4-ти от 7,ТEЦ: ДА
"град Русе, Възраждане, ул.Плиска",120 000 EUR,90 m2,(1333 EUR/m2),Продава 3-СТАЕН,4-ти от 7,ТEЦ: ДА
"град Русе, Възраждане",125 000 EUR,90 m2,(1389 EUR/m2),Продава 3-СТАЕН,4-ти от 7,ТEЦ: ДА
"град Русе, Възраждане, Младежки парк-началото",,105 m2,,Продава 3-СТАЕН,4-ти от 4,ТEЦ: ДА
"град Русе, Възраждане, ул. Плиска",,100 m2,,Продава 3-СТАЕН,4-ти от 7,ТEЦ: ДА
"град Русе, Дружба 1",55 000 EUR,90 m2,(611 EUR/m2),Продава 3-СТАЕН,3-ти от 4,Строителство: Тухла
"град Русе, Дружба 1",83 000 EUR,125 m2,(664 EUR/m2),Продава 3-СТАЕН,2-ри от 5,Газ: ДА
"град Русе, Дружба 1, бул.Гоце Делчев",83 000 EUR,110 m2,(755 EUR/m2),Продава 3-СТАЕН,3-ти от 4,Строителство: Тухла
"град Русе, Дружба 1",87 500 EUR,90 m2,(972 EUR/m2),Продава 3-СТАЕН,2-ри от 3,Строителство: Тухла
"град Русе, Дружба 2",43 500 EUR,78 m2,(558 EUR/m2),Продава 3-СТАЕН,4-ти от 5,Строителство: Тухла
"град Русе, Дружба 2",48 000 EUR,110 m2,(436 EUR/m2),Продава 3-СТАЕН,4-ти от 5,Строителство: Тухла
"град Русе, Дружба 2, ул.Кръстец",58 000 EUR,89 m2,(652 EUR/m2),Продава 3-СТАЕН,3-ти от 5,"Строителство: Тухла, 1993 г."
"град Русе, Дружба 2, ул. Мальовица",58 500 EUR,107 m2,(547 EUR/m2),Продава 3-СТАЕН,3-ти от 4,"Строителство: Тухла, 1998 г."
"град Русе, Дружба 2, бул.Гоце Делчев",63 900 EUR,111 m2,(576 EUR/m2),Продава 3-СТАЕН,3-ти от 4,"Строителство: Тухла, 1999 г."
"град Русе, Дружба 2",64 000 EUR,111 m2,(577 EUR/m2),Продава 3-СТАЕН,3-ти от 5,"Строителство: Тухла, 1999 г."
"град Русе, Дружба 2",64 800 EUR,111 m2,(584 EUR/m2),Продава 3-СТАЕН,3-ти от 5,Газ: ДА
"град Русе, Дружба 2, бул.Гоце Делчев",69 250 EUR,106 m2,(653 EUR/m2),Продава 3-СТАЕН,2-ри от 4,"Строителство: Тухла, 2022 г."
"град Русе, Дружба 2, бул.Гоце Делчев",69 380 EUR,107 m2,(648 EUR/m2),Продава 3-СТАЕН,3-ти от 4,"Строителство: Тухла, 2022 г."
"град Русе, Дружба 2, бул.България ",70 000 EUR,100 m2,(700 EUR/m2),Продава 3-СТАЕН,2-ри от 6,"Строителство: Тухла, 1991 г."
"град Русе, Дружба 2, бул.Гоце Делчев",71 650 EUR,110 m2,(651 EUR/m2),Продава 3-СТАЕН,2-ри от 4,"Строителство: Тухла, 2022 г."
"град Русе, Дружба 2, бул.Гоце Делчев",75 000 EUR,115 m2,(652 EUR/m2),Продава 3-СТАЕН,"Тухла, 2022 г.","
"
"град Русе, Дружба 2",150 000 лв.,100 m2,(1500 лв./m2),Продава 3-СТАЕН,2-ри от 3,Строителство: Тухла
"град Русе, Дружба 2",79 300 EUR,100 m2,(793 EUR/m2),Продава 3-СТАЕН,2-ри от 3,Газ: НЕ
"град Русе, Дружба 2, ул. Гоце Делчев",87 500 EUR,102 m2,(858 EUR/m2),Продава 3-СТАЕН,2-ри от 5,Газ: ДА
"град Русе, Дружба 3, Централна част",93 000 лв.,82 m2,(1134 лв./m2),Продава 3-СТАЕН,7-ми от 8,"Строителство: Панел, 1982 г."
"град Русе, Дружба 3, Над супера",51 900 EUR,88 m2,(590 EUR/m2),Продава 3-СТАЕН,1-ви от 8,Строителство: Панел
"град Русе, Дружба 3",51 980 EUR,92 m2,(565 EUR/m2),Продава 3-СТАЕН,7-ми от 7,"Строителство: Панел, 1988 г."
"град Русе, Дружба 3, Милениум",52 000 EUR,94 m2,(553 EUR/m2),Продава 3-СТАЕН,4-ти от 5,"Строителство: Панел, 1993 г."
"град Русе, Дружба 3",59 500 EUR,107 m2,(556 EUR/m2),Продава 3-СТАЕН,3-ти от 6,ТEЦ: НЕ
"град Русе, Дружба 3",60 000 EUR,92 m2,(652 EUR/m2),Продава 3-СТАЕН,7-ми от 7,ТEЦ: ДА
"град Русе, Дружба 3",120 000 лв.,98 m2,(1224 лв./m2),Продава 3-СТАЕН,4-ти от 6,Строителство: Панел
"град Русе, Дружба 3",65 000 EUR,80 m2,(813 EUR/m2),Продава 3-СТАЕН,4-ти от 7,Строителство: Панел
"град Русе, Дружба 3",65 000 EUR,80 m2,(813 EUR/m2),Продава 3-СТАЕН,4-ти от 7,Строителство: Панел
"град Русе, Дружба 3",67 000 EUR,93 m2,(720 EUR/m2),Продава 3-СТАЕН,4-ти от 4,"Строителство: Тухла, 1993 г."
"град Русе, Дружба 3",67 900 EUR,81 m2,(838 EUR/m2),Продава 3-СТАЕН,2-ри от 8,"Строителство: Панел, 1980 г."
"град Русе, Дружба 3",67 900 EUR,82 m2,(828 EUR/m2),Продава 3-СТАЕН,2-ри от 8,Строителство: Панел
"град Русе, Дружба 3, Централна част",67 900 EUR,82 m2,(828 EUR/m2),Продава 3-СТАЕН,1-ви от 7,Строителство: Панел
"град Русе, Дружба 3",68 000 EUR,81 m2,(840 EUR/m2),Продава 3-СТАЕН,2-ри от 8,"Строителство: Панел, 1980 г."
"град Русе, Дружба 3",68 900 EUR,81 m2,(851 EUR/m2),Продава 3-СТАЕН,2-ри от 8,Строителство: Панел
"град Русе, Дружба 3, ОМВ - бензиностанция",70 000 EUR,82 m2,(854 EUR/m2),Продава 3-СТАЕН,2-ри от 8,Строителство: Панел
"град Русе, Дружба 3",70 000 EUR,68 m2,(1029 EUR/m2),Продава 3-СТАЕН,7-ми от 8,"Строителство: Панел, 1985 г."
"град Русе, Дружба 3",71 900 EUR,130 m2,(553 EUR/m2),Продава 3-СТАЕН,4-ти от 8,Газ: НЕ
"град Русе, Дружба 3, над дом майка и дете",77 000 EUR,100 m2,(770 EUR/m2),Продава 3-СТАЕН,3-ти от 6,Газ: НЕ
"град Русе, Дружба 3, ОМВ - бензиностанция",80 000 EUR,90 m2,(889 EUR/m2),Продава 3-СТАЕН,3-ти от 15,Строителство: ЕПК
"град Русе, Дружба 3, к-с Вени",83 790 EUR,100 m2,(838 EUR/m2),Продава 3-СТАЕН,5-ти от 8,Строителство: Панел
"град Русе, Дружба 3, Дом,майка и дете",84 000 EUR,82 m2,(1024 EUR/m2),Продава 3-СТАЕН,5-ти от 8,Строителство: Панел
"град Русе, Дружба 3",84 000 EUR,86 m2,(977 EUR/m2),Продава 3-СТАЕН,5-ти от 8,Строителство: Панел
"град Русе, Дружба 3",84 500 EUR,100 m2,(845 EUR/m2),Продава 3-СТАЕН,5-ти от 8,Строителство: Панел
"град Русе, Дружба 3",86 900 EUR,80 m2,(1086 EUR/m2),Продава 3-СТАЕН,4-ти от 8,"Строителство: Панел, 1985 г."
"град Русе, Здравец",41 500 EUR,70 m2,(593 EUR/m2),Продава 3-СТАЕН,4-ти от 4,Строителство: Панел
"град Русе, Здравец",64 999 EUR,86 m2,(756 EUR/m2),Продава 3-СТАЕН,3-ти от 6,ТEЦ: ДА
"град Русе, Здравец, УЛ.ОКОЛЧИЦА",70 000 EUR,86 m2,(814 EUR/m2),Продава 3-СТАЕН,3-ти от 7,ТEЦ: ДА
"град Русе, Здравец",71 999 EUR,80 m2,(900 EUR/m2),Продава 3-СТАЕН,2-ри от 8,Газ: НЕ
"град Русе, Здравец",94 080 EUR,96 m2,(980 EUR/m2),Продава 3-СТАЕН,4-ти от 5,ТEЦ: ДА
"град Русе, Здравец",97 000 EUR,95 m2,(1021 EUR/m2),Продава 3-СТАЕН,1-ви от 4,Строителство: Тухла
"град Русе, Здравец Изток",56 000 EUR,86 m2,(651 EUR/m2),Продава 3-СТАЕН,5-ти от 5,Строителство: Панел
"град Русе, Здравец Изток",56 950 EUR,86 m2,(662 EUR/m2),Продава 3-СТАЕН,5-ти от 5,Строителство: Панел
"град Русе, Здравец Изток, НАД 'ДОЙЧЕ ШУЛЕ'",,60 m2,,Продава 3-СТАЕН,4-ти от 6,"Строителство: Панел, 1977 г."
"град Русе, Мидия Енос, бл. Калофер",48 000 EUR,78 m2,(615 EUR/m2),Продава 3-СТАЕН,3-ти от 8,Строителство: Панел
"град Русе, Родина 1",52 000 EUR,90 m2,(578 EUR/m2),Продава 3-СТАЕН,1-ви от 2,Строителство: Тухла
"град Русе, Родина 1",53 000 EUR,74 m2,(716 EUR/m2),Продава 3-СТАЕН,1-ви от 8,Строителство: Панел
"град Русе, Родина 1, спирка Найден Киров",53 500 EUR,89 m2,(601 EUR/m2),Продава 3-СТАЕН,1-ви от 2,Строителство: Тухла
"град Русе, Родина 1",72 000 EUR,90 m2,(800 EUR/m2),Продава 3-СТАЕН,2-ри от 6,ТEЦ: ДА
"град Русе, Родина 1, Олимпи Панов",74 900 EUR,90 m2,(832 EUR/m2),Продава 3-СТАЕН,1-ви от 3,Газ: НЕ
"град Русе, Родина 1, Пацони",75 000 EUR,80 m2,(938 EUR/m2),Продава 3-СТАЕН,3-ти от 3,Газ: ДА
"град Русе, Родина 1",76 000 EUR,86 m2,(884 EUR/m2),Продава 3-СТАЕН,4-ти от 5,Газ: ДА
"град Русе, Родина 1",76 000 EUR,95 m2,(800 EUR/m2),Продава 3-СТАЕН,2-ри от 6,Газ: ДА
"град Русе, Родина 1",77 500 EUR,82 m2,(945 EUR/m2),Продава 3-СТАЕН,4-ти от 8,Газ: НЕ
"град Русе, Родина 1",79 900 EUR,92 m2,(868 EUR/m2),Продава 3-СТАЕН,3-ти от 5,Газ: ДА
"град Русе, Родина 1",84 500 EUR,80 m2,(1056 EUR/m2),Продава 3-СТАЕН,6-ти от 8,"Строителство: Панел, 1979 г."
"град Русе, Родина 1",88 000 EUR,102 m2,(863 EUR/m2),Продава 3-СТАЕН,5-ти от 5,Газ: ДА
"град Русе, Родина 1",88 000 EUR,101 m2,(871 EUR/m2),Продава 3-СТАЕН,5-ти от 6,Газ: ДА
"град Русе, Родина 1",90 808 EUR,114 m2,(797 EUR/m2),Продава 3-СТАЕН,2-ри от 5,Газ: ДА
"град Русе, Родина 1",90 808 EUR,114 m2,(797 EUR/m2),Продава 3-СТАЕН,1-ви от 6,Газ: ДА
"град Русе, Родина 1",91 792 EUR,115 m2,(798 EUR/m2),Продава 3-СТАЕН,2-ри от 6,Газ: ДА
"град Русе, Родина 1",91 792 EUR,115 m2,(798 EUR/m2),Продава 3-СТАЕН,2-ри от 6,Газ: ДА
"град Русе, Родина 1",140 000 EUR,116 m2,(1207 EUR/m2),Продава 3-СТАЕН,3-ти от 4,Газ: ДА
"град Русе, Родина 2",52 000 EUR,80 m2,(650 EUR/m2),Продава 3-СТАЕН,6-ти от 8,ТEЦ: Лок.отопл.
"град Русе, Родина 2, Згориград",55 000 EUR,80 m2,(688 EUR/m2),Продава 3-СТАЕН,6-ти от 8,"Строителство: Панел, 1988 г."
"град Русе, Родина 2",55 000 EUR,81 m2,(679 EUR/m2),Продава 3-СТАЕН,6-ти от 8,ТEЦ: ДА
"град Русе, Родина 2, зад у-ще Олимпи Панов",63 000 EUR,82 m2,(768 EUR/m2),Продава 3-СТАЕН,4-ти от 8,Строителство: Панел
"град Русе, Родина 2",65 000 EUR,90 m2,(722 EUR/m2),Продава 3-СТАЕН,2-ри от 2,Строителство: Тухла
"град Русе, Родина 2",65 000 EUR,90 m2,(722 EUR/m2),Продава 3-СТАЕН,2-ри от 2,Строителство: Тухла
"град Русе, Родина 2, у-ще Олимпи Панов",68 000 EUR,90 m2,(756 EUR/m2),Продава 3-СТАЕН,5-ти от 15,"Строителство: ЕПК, 1982 г."
"град Русе, Родина 2",81 999 EUR,80 m2,(1025 EUR/m2),Продава 3-СТАЕН,6-ти от 6,"Строителство: Панел, 1979 г."
"град Русе, Родина 2, ул. Згориград",82 480 EUR,80 m2,(1031 EUR/m2),Продава 3-СТАЕН,6-ти от 8,Строителство: Панел
"град Русе, Родина 2",82 900 EUR,82 m2,(1011 EUR/m2),Продава 3-СТАЕН,6-ти от 8,"Строителство: Панел, 1977 г."
"град Русе, Родина 2, Практикер",86 800 EUR,87 m2,(998 EUR/m2),Продава 3-СТАЕН,4-ти от 6,Газ: ДА
"град Русе, Родина 2, Практикер",91 800 EUR,92 m2,(998 EUR/m2),Продава 3-СТАЕН,3-ти от 5,Газ: ДА
"град Русе, Родина 3",68 000 EUR,100 m2,(680 EUR/m2),Продава 3-СТАЕН,2-ри от 6,Строителство: Панел
"град Русе, Родина 3",68 000 EUR,100 m2,(680 EUR/m2),Продава 3-СТАЕН,2-ри от 6,"Строителство: Панел, 1990 г."
"град Русе, Цветница",49 500 EUR,85 m2,(582 EUR/m2),Продава 3-СТАЕН,5-ти от 12,Газ: НЕ
"град Русе, Цветница, Стадион Локомотив",52 000 EUR,76 m2,(684 EUR/m2),Продава 3-СТАЕН,5-ти от 13,ТEЦ: ДА
"град Русе, Цветница",52 000 EUR,75 m2,(693 EUR/m2),Продава 3-СТАЕН,5-ти от 15,ТEЦ: ДА
"град Русе, Цветница, Локомотив",53 000 EUR,75 m2,(707 EUR/m2),Продава 3-СТАЕН,5-ти от 13,ТEЦ: ДА
"град Русе, Цветница",53 500 EUR,74 m2,(723 EUR/m2),Продава 3-СТАЕН,5-ти от 14,Газ: НЕ
"град Русе, Централен кооп. пазар",53 500 EUR,74 m2,(723 EUR/m2),Продава 3-СТАЕН,5-ти от 5,Газ: ДА
"град Русе, Централен кооп. пазар",53 500 EUR,75 m2,(713 EUR/m2),Продава 3-СТАЕН,5-ти от 6,Газ: ДА
"град Русе, Централен кооп. пазар",53 500 EUR,74 m2,(723 EUR/m2),Продава 3-СТАЕН,5-ти от 5,Газ: ДА
"град Русе, Централен кооп. пазар",140 000 лв.,83 m2,(1687 лв./m2),Продава 3-СТАЕН,1-ви от 5,Строителство: Тухла
"град Русе, Централен кооп. пазар",140 000 лв.,83 m2,(1687 лв./m2),Продава 3-СТАЕН,1-ви от 5,Строителство: Тухла
"град Русе, Централен южен район, ул.Борисова",59 900 EUR,88 m2,(681 EUR/m2),Продава 3-СТАЕН,14-ти от 15,"Строителство: ЕПК, 1970 г."
"град Русе, Централен южен район",68 000 EUR,81 m2,(840 EUR/m2),Продава 3-СТАЕН,8-ми от 8,Строителство: Панел
"град Русе, Централен южен район, Бозвели",75 000 EUR,120 m2,(625 EUR/m2),Продава 3-СТАЕН,5-ти от 8,ТEЦ: ДА
"град Русе, Централен южен район, Симовата мелница",75 999 EUR,105 m2,(724 EUR/m2),Продава 3-СТАЕН,5-ти от 8,Строителство: Панел
"град Русе, Централен южен район",86 000 EUR,100 m2,(860 EUR/m2),Продава 3-СТАЕН,10-ти от 12,ТEЦ: ДА
"град Русе, Център, Старата поща",85 000 лв.,96 m2,(885 лв./m2),Продава 3-СТАЕН,Партер от 5,"Строителство: Тухла, 1996 г."
"град Русе, Център, ул. 19- ти февруари",44 000 EUR,85 m2,(518 EUR/m2),Продава 3-СТАЕН,Партер от 5,Строителство: Тухла
"град Русе, Център",44 000 EUR,94 m2,(468 EUR/m2),Продава 3-СТАЕН,Партер от 6,"Строителство: Тухла, 1996 г."
"град Русе, Център, Корабен техникум",47 000 EUR,81 m2,(580 EUR/m2),Продава 3-СТАЕН,2-ри от 2,Строителство: Тухла
"град Русе, Център, Борисова",55 500 EUR,90 m2,(617 EUR/m2),Продава 3-СТАЕН,13-ти от 15,"Строителство: ЕПК, 1970 г."
"град Русе, Център, кръговото",59 000 EUR,86 m2,(686 EUR/m2),Продава 3-СТАЕН,10-ти от 15,Газ: НЕ
"град Русе, Център",62 900 EUR,87 m2,(723 EUR/m2),Продава 3-СТАЕН,4-ти от 5,ТEЦ: Лок.отопл.
"град Русе, Център, Американско пазарче",65 000 EUR,84 m2,(774 EUR/m2),Продава 3-СТАЕН,5-ти от 7,Строителство: Тухла
"град Русе, Център, Борисова",67 000 EUR,85 m2,(788 EUR/m2),Продава 3-СТАЕН,3-ти от 8,"Строителство: Тухла, 1978 г."
"град Русе, Център, Борисова",69 850 EUR,88 m2,(794 EUR/m2),Продава 3-СТАЕН,15-ти от 15,"Строителство: ЕПК, 1970 г."
"град Русе, Център, Икономически техникум",72 000 EUR,100 m2,(720 EUR/m2),Продава 3-СТАЕН,4-ти от 4,"Строителство: Тухла, 1995 г."
"град Русе, Център",72 500 EUR,95 m2,(763 EUR/m2),Продава 3-СТАЕН,4-ти от 4,Строителство: Тухла
"град Русе, Център, Борисова",73 990 EUR,113 m2,(655 EUR/m2),Продава 3-СТАЕН,3-ти от 8,Строителство: Тухла
"град Русе, Център, Хъшовете",74 000 EUR,115 m2,(643 EUR/m2),Продава 3-СТАЕН,3-ти от 8,"Строителство: Тухла, 2000 г."
"град Русе, Център",74 000 EUR,113 m2,(655 EUR/m2),Продава 3-СТАЕН,2-ри от 6,"Строителство: Тухла, 2002 г."
"град Русе, Център",75 000 EUR,90 m2,(833 EUR/m2),Продава 3-СТАЕН,3-ти от 5,"Строителство: Тухла, 2000 г."
"град Русе, Център",75 000 EUR,90 m2,(833 EUR/m2),Продава 3-СТАЕН,3-ти от 4,"Строителство: Тухла, 1995 г."
"град Русе, Център",75 000 EUR,90 m2,(833 EUR/m2),Продава 3-СТАЕН,3-ти от 5,Строителство: Тухла
"град Русе, Център, Хъшове",75 000 EUR,90 m2,(833 EUR/m2),Продава 3-СТАЕН,4-ти от 8,Строителство: Тухла
"град Русе, Център, у-ще Иван Вазов",75 000 EUR,90 m2,(833 EUR/m2),Продава 3-СТАЕН,3-ти от 4,Строителство: Тухла
"град Русе, Център, Идеален център",75 000 EUR,90 m2,(833 EUR/m2),Продава 3-СТАЕН,4-ти от 5,Строителство: Тухла
"град Русе, Център, Бистра и Галина",75 000 EUR,90 m2,(833 EUR/m2),Продава 3-СТАЕН,3-ти от 5,Строителство: Тухла
"град Русе, Център",76 000 EUR,106 m2,(717 EUR/m2),Продава 3-СТАЕН,3-ти от 4,Строителство: Тухла
"град Русе, Център, ул.Борисова",77 000 EUR,82 m2,(939 EUR/m2),Продава 3-СТАЕН,6-ти от 7,Строителство: Тухла
"град Русе, Център, ул.Рила",79 999 EUR,90 m2,(889 EUR/m2),Продава 3-СТАЕН,7-ми от 8,Строителство: Тухла
"град Русе, Център",80 000 EUR,88 m2,(909 EUR/m2),Продава 3-СТАЕН,7-ми от 8,Строителство: Тухла
"град Русе, Център, Рига",80 000 EUR,76 m2,(1053 EUR/m2),Продава 3-СТАЕН,4-ти от 5,"Строителство: Тухла, 1970 г."
"град Русе, Център, Математическа гимназия ",80 000 EUR,88 m2,(909 EUR/m2),Продава 3-СТАЕН,7-ми от 8,Газ: НЕ
"град Русе, Център",80 000 EUR,88 m2,(909 EUR/m2),Продава 3-СТАЕН,7-ми от 8,Строителство: Тухла
"град Русе, Център, СБА",81 900 EUR,88 m2,(931 EUR/m2),Продава 3-СТАЕН,2-ри от 4,ТEЦ: ДА
"град Русе, Център",82 000 EUR,88 m2,(932 EUR/m2),Продава 3-СТАЕН,7-ми от 8,ТEЦ: ДА
"град Русе, Център",82 000 EUR,90 m2,(911 EUR/m2),Продава 3-СТАЕН,7-ми от 8,Строителство: Тухла
"град Русе, Център",82 000 EUR,89 m2,(921 EUR/m2),Продава 3-СТАЕН,7-ми от 8,Строителство: Тухла
"град Русе, Център",82 000 EUR,88 m2,(932 EUR/m2),Продава 3-СТАЕН,7-ми от 8,Строителство: Тухла
"град Русе, Център",82 400 EUR,88 m2,(936 EUR/m2),Продава 3-СТАЕН,7-ми от 8,Газ: ДА
"град Русе, Център, 2-ра поликлиника",82 500 EUR,85 m2,(971 EUR/m2),Продава 3-СТАЕН,7-ми от 8,Строителство: Тухла
"град Русе, Център, Втора поликлиника",82 900 EUR,88 m2,(942 EUR/m2),Продава 3-СТАЕН,7-ми от 8,Газ: ДА
"град Русе, Център, Математическа гимназия",82 990 EUR,88 m2,(943 EUR/m2),Продава 3-СТАЕН,7-ми от 8,Газ: ДА
"град Русе, Център, Математическа гимназия",83 000 EUR,88 m2,(943 EUR/m2),Продава 3-СТАЕН,7-ми от 8,Строителство: Тухла
