location,price,m2,price/m2,details,floor,build
"град София, Дружба 2",130 000 EUR,87 m2,(1494 EUR/m2),Продава 3-СТАЕН,2-ри от 8,ТEЦ: ДА
"град София, Дружба 2",131 980 EUR,80 m2,(1650 EUR/m2),Продава 3-СТАЕН,6-ти от 9,ТEЦ: ДА
"град София, Дружба 2",134 900 EUR,70 m2,(1927 EUR/m2),Продава 3-СТАЕН,НЕ,ТEЦ: НЕ
"град София, Дървеница",140 713 EUR,105 m2,(1340 EUR/m2),Продава 3-СТАЕН,2-ри от 7,Газ: НЕ
"град София, Дървеница, бул. Андрей Ляпчев",152 687 EUR,108 m2,(1414 EUR/m2),Продава 3-СТАЕН,2-ри от 6,"Строителство: Тухла, 2023 г."
"град София, Дървеница",157 000 EUR,71 m2,(2211 EUR/m2),Продава 3-СТАЕН,НЕ,ТEЦ: ДА
"град София, Дървеница",250 000 EUR,100 m2,(2500 EUR/m2),Продава 3-СТАЕН,4-ти от 5,ТEЦ: ДА
"град София, Дървеница",259 000 EUR,112 m2,(2313 EUR/m2),Продава 3-СТАЕН,3-ти от 4,ТEЦ: ДА
"град София, Западен парк",145 000 EUR,90 m2,(1611 EUR/m2),Продава 3-СТАЕН,9-ти от 9,ТEЦ: ДА
"град София, Зона Б-18",149 999 EUR,115 m2,(1304 EUR/m2),Продава 3-СТАЕН,9-ти от 14,"Строителство: ЕПК, 1982 г."
"град София, Зона Б-18",165 000 EUR,120 m2,(1375 EUR/m2),Продава 3-СТАЕН,7-ми от 7,Газ: НЕ
"град София, Зона Б-19",144 000 EUR,90 m2,(1600 EUR/m2),Продава 3-СТАЕН,3-ти от 5,Газ: НЕ
"град София, Зона Б-19, ул. Позитано",151 320 EUR,101 m2,(1498 EUR/m2),Продава 3-СТАЕН,2-ри от 7,ТEЦ: ДА
"град София, Зона Б-5, ул. Позитано",320 000 EUR,152 m2,(2105 EUR/m2),Продава 3-СТАЕН,9-ти от 9,Газ: НЕ
"град София, Иван Вазов, бул. Витоша",430 000 EUR,154 m2,(2792 EUR/m2),Продава 3-СТАЕН,3-ти от 7,ТEЦ: ДА
"град София, Изгрев",223 000 EUR,91 m2,(2451 EUR/m2),Продава 3-СТАЕН,3-ти от 4,ТEЦ: ДА
"град София, Изгрев",298 765 EUR,135 m2,(2213 EUR/m2),Продава 3-СТАЕН,4-ти от 8,Газ: НЕ
"град София, Изток",155 800 EUR,70 m2,(2226 EUR/m2),Продава 3-СТАЕН,ДА,Строителство: ЕПК
"град София, Изток",174 800 EUR,86 m2,(2033 EUR/m2),Продава 3-СТАЕН,3-ти от 5,ТEЦ: ДА
"град София, Изток",175 000 EUR,86 m2,(2035 EUR/m2),Продава 3-СТАЕН,3-ти от 4,Газ: НЕ
"град София, Изток",185 000 EUR,74 m2,(2500 EUR/m2),Продава 3-СТАЕН,1-ви от 7,Газ: НЕ
"град София, Изток, ул. Пиер Дегейтър",207 990 EUR,80 m2,(2600 EUR/m2),Продава 3-СТАЕН,7-ми от 7,ТEЦ: ДА
"град София, Изток, ул. Антон П. Чехов",249 000 EUR,113 m2,(2204 EUR/m2),Продава 3-СТАЕН,6-ти от 6,ТEЦ: Лок.отопл.
"град София, Изток",249 990 EUR,100 m2,(2500 EUR/m2),Продава 3-СТАЕН,2-ри от 5,ТEЦ: НЕ
"град София, Изток",257 000 EUR,106 m2,(2425 EUR/m2),Продава 3-СТАЕН,6-ти от 7,ТEЦ: ДА
"град София, Изток, ул. Майор Юрий Гагарин",315 000 EUR,126 m2,(2500 EUR/m2),Продава 3-СТАЕН,5-ти от 6,ТEЦ: ДА
"град София, Изток",355 000 EUR,100 m2,(3550 EUR/m2),Продава 3-СТАЕН,5-ти от 7,Газ: НЕ
"град София, Изток",395 000 EUR,140 m2,(2821 EUR/m2),Продава 3-СТАЕН,1-ви от 3,Газ: НЕ
"град София, Изток",407 000 EUR,185 m2,(2200 EUR/m2),Продава 3-СТАЕН,4-ти от 6,Газ: НЕ
"град София, Илинден, ул. Гьорче Петров",128 000 EUR,88 m2,(1455 EUR/m2),Продава 3-СТАЕН,1-ви от 8,ТEЦ: ДА
"град София, Илинден",143 999 EUR,90 m2,(1600 EUR/m2),Продава 3-СТАЕН,8-ми от 8,ТEЦ: ДА
"град София, Илинден, бул. Тодор Александров",159 100 EUR,93 m2,(1711 EUR/m2),Продава 3-СТАЕН,3-ти от 8,Газ: НЕ
"град София, Карпузица",122 000 EUR,85 m2,(1435 EUR/m2),Продава 3-СТАЕН,4-ти от 5,"Строителство: Тухла, 2001 г."
"град София, Карпузица",146 000 EUR,182 m2,(802 EUR/m2),Продава 3-СТАЕН,НЕ,ТEЦ: Лок.отопл.
"град София, Карпузица",235 990 EUR,128 m2,(1844 EUR/m2),Продава 3-СТАЕН,3-ти от 4,Газ: НЕ
"град София, Карпузица, ул. Полк. Стойно Бачийски",245 000 EUR,161 m2,(1522 EUR/m2),Продава 3-СТАЕН,1-ви от 6,Газ: ДА
"град София, Княжево",155 000 EUR,92 m2,(1685 EUR/m2),Продава 3-СТАЕН,2-ри от 5,Газ: ДА
"град София, Княжево, бул. Цар Борис III",169 900 EUR,131 m2,(1297 EUR/m2),Продава 3-СТАЕН,4-ти от 4,Газ: НЕ
"град София, Красна поляна 2, бул. Никола Мушанов",105 436 EUR,97 m2,(1087 EUR/m2),Продава 3-СТАЕН,2-ри от 9,Газ: ДА
"град София, Красна поляна 2, бул. Никола Мушанов",111 846 EUR,103 m2,(1086 EUR/m2),Продава 3-СТАЕН,2-ри от 9,"Строителство: Тухла, 2022 г."
"град София, Красно село, ул. Пчела",200 000 EUR,80 m2,(2500 EUR/m2),Продава 3-СТАЕН,9-ти от 12,ТEЦ: ДА
"град София, Красно село, ул. Дойран",200 000 EUR,93 m2,(2151 EUR/m2),Продава 3-СТАЕН,6-ти от 9,ТEЦ: ДА
"град София, Красно село",203 319 EUR,141 m2,(1442 EUR/m2),Продава 3-СТАЕН,14-ти от 16,ТEЦ: ДА
"град София, Красно село",244 000 EUR,106 m2,(2302 EUR/m2),Продава 3-СТАЕН,5-ти от 7,ТEЦ: ДА
"град София, Красно село, ул. Хубча",297 176 EUR,137 m2,(2169 EUR/m2),Продава 3-СТАЕН,2-ри от 6,ТEЦ: ДА
"град София, Красно село, ул. Хубча",343 816 EUR,160 m2,(2149 EUR/m2),Продава 3-СТАЕН,5-ти от 6,ТEЦ: ДА
"град София, Красно село, ул. Хубча",418 180 EUR,240 m2,(1742 EUR/m2),Продава 3-СТАЕН,6-ти от 6,ТEЦ: ДА
"град София, Кръстова вада, Ул. Ген. Иван Колев",124 671 EUR,86 m2,(1450 EUR/m2),Продава 3-СТАЕН,5-ти от 6,Газ: ДА
"град София, Кръстова вада",145 725 EUR,101 m2,(1443 EUR/m2),Продава 3-СТАЕН,2-ри от 6,Газ: ДА
"град София, Кръстова вада",150 000 EUR,83 m2,(1807 EUR/m2),Продава 3-СТАЕН,2-ри от 6,Газ: ДА
"град София, Кръстова вада",162 000 EUR,98 m2,(1653 EUR/m2),Продава 3-СТАЕН,3-ти от 6,Газ: ДА
"град София, Кръстова вада",174 000 EUR,97 m2,(1794 EUR/m2),Продава 3-СТАЕН,5-ти от 6,Газ: ДА
"град София, Кръстова вада",175 000 EUR,125 m2,(1400 EUR/m2),Продава 3-СТАЕН,3-ти от 5,Газ: ДА
"град София, Кръстова вада",178 464 EUR,111 m2,(1608 EUR/m2),Продава 3-СТАЕН,4-ти от 5,Газ: ДА
"град София, Кръстова вада",180 000 EUR,110 m2,(1636 EUR/m2),Продава 3-СТАЕН,4-ти от 6,ТEЦ: НЕ
"град София, Кръстова вада, бул. Черни връх",180 000 EUR,132 m2,(1364 EUR/m2),Продава 3-СТАЕН,4-ти от 7,Газ: ДА
"град София, Кръстова вада, бул. Черни връх",181 576 EUR,121 m2,(1501 EUR/m2),Продава 3-СТАЕН,3-ти от 8,Газ: ДА
"град София, Кръстова вада",184 390 EUR,92 m2,(2004 EUR/m2),Продава 3-СТАЕН,3-ти от 7,Газ: ДА
"град София, Кръстова вада, бул. Черни връх",189 720 EUR,126 m2,(1506 EUR/m2),Продава 3-СТАЕН,3-ти от 14,Газ: ДА
"град София, Кръстова вада",200 893 EUR,100 m2,(2009 EUR/m2),Продава 3-СТАЕН,1-ви от 6,Газ: НЕ
"град София, Кръстова вада",202 536 EUR,112 m2,(1808 EUR/m2),Продава 3-СТАЕН,3-ти от 5,Газ: ДА
"град София, Кръстова вада",205 000 EUR,130 m2,(1577 EUR/m2),Продава 3-СТАЕН,4-ти от 7,Газ: ДА
"град София, Кръстова вада",217 700 EUR,121 m2,(1799 EUR/m2),Продава 3-СТАЕН,4-ти от 5,Газ: ДА
"град София, Кръстова вада",220 000 EUR,105 m2,(2095 EUR/m2),Продава 3-СТАЕН,2-ри от 8,Газ: ДА
"град София, Кръстова вада",220 300 EUR,110 m2,(2003 EUR/m2),Продава 3-СТАЕН,4-ти от 5,Строителство: Тухла
"град София, Кръстова вада",221 000 EUR,130 m2,(1700 EUR/m2),Продава 3-СТАЕН,2-ри от 6,Газ: ДА
"град София, Кръстова вада, ул. Борис Руменов",223 000 EUR,121 m2,(1843 EUR/m2),Продава 3-СТАЕН,2-ри от 6,Газ: ДА
"град София, Кръстова вада",240 000 EUR,120 m2,(2000 EUR/m2),Продава 3-СТАЕН,4-ти от 6,Газ: ДА
"град София, Кръстова вада",247 000 EUR,135 m2,(1830 EUR/m2),Продава 3-СТАЕН,1-ви от 6,Газ: НЕ
"град София, Кръстова вада",250 000 EUR,123 m2,(2033 EUR/m2),Продава 3-СТАЕН,3-ти от 6,Газ: ДА
"град София, Кръстова вада",256 000 EUR,127 m2,(2016 EUR/m2),Продава 3-СТАЕН,3-ти от 7,Газ: ДА
"град София, Кръстова вада",265 000 EUR,103 m2,(2573 EUR/m2),Продава 3-СТАЕН,3-ти от 5,Газ: ДА
"град София, Кръстова вада",296 490 EUR,127 m2,(2335 EUR/m2),Продава 3-СТАЕН,4-ти от 11,Газ: ДА
"град София, Кръстова вада",325 000 EUR,122 m2,(2664 EUR/m2),Продава 3-СТАЕН,6-ти от 7,Газ: ДА
"град София, Кръстова вада",345 000 EUR,203 m2,(1700 EUR/m2),Продава 3-СТАЕН,4-ти от 4,Газ: ДА
"град София, Лагера",159 900 EUR,100 m2,(1599 EUR/m2),Продава 3-СТАЕН,1-ви от 7,Газ: НЕ
"град София, Лагера, ул. Христо Матов",262 000 EUR,170 m2,(1541 EUR/m2),Продава 3-СТАЕН,10-ти от 10,ТEЦ: ДА
"град София, Лагера",295 000 EUR,125 m2,(2360 EUR/m2),Продава 3-СТАЕН,7-ми от 8,"Строителство: Тухла, 1997 г."
"град София, Лагера",550 000 EUR,270 m2,(2037 EUR/m2),Продава 3-СТАЕН,10-ти от 10,ТEЦ: ДА
"град София, Лагера",550 000 EUR,270 m2,(2037 EUR/m2),Продава 3-СТАЕН,10-ти от 10,Газ: НЕ
"град София, Левски Г",140 000 EUR,85 m2,(1647 EUR/m2),Продава 3-СТАЕН,1-ви от 9,Газ: НЕ
"град София, Левски Г",175 000 EUR,120 m2,(1458 EUR/m2),Продава 3-СТАЕН,3-ти от 9,"Строителство: Тухла, 2021 г."
"град София, Лозенец, ул. Любата",180 000 EUR,90 m2,(2000 EUR/m2),Продава 3-СТАЕН,Партер от 8,ТEЦ: ДА
"град София, Лозенец",181 990 EUR,75 m2,(2427 EUR/m2),Продава 3-СТАЕН,1-ви от 4,ТEЦ: ДА
"град София, Лозенец",188 000 EUR,88 m2,(2136 EUR/m2),Продава 3-СТАЕН,4-ти от 6,"Строителство: Тухла, 2000 г."
"град София, Лозенец",188 000 EUR,92 m2,(2043 EUR/m2),Продава 3-СТАЕН,4-ти от 6,"Строителство: Тухла, 2000 г."
"град София, Лозенец, ул. Козяк",205 000 EUR,75 m2,(2733 EUR/m2),Продава 3-СТАЕН,1-ви от 6,"Строителство: Тухла, 1999 г."
"град София, Лозенец, бул. Черни връх",205 000 EUR,74 m2,(2770 EUR/m2),Продава 3-СТАЕН,6-ти от 7,"Строителство: Тухла, 2000 г."
"град София, Лозенец",215 000 EUR,85 m2,(2529 EUR/m2),Продава 3-СТАЕН,5-ти от 7,Газ: НЕ
"град София, Лозенец",220 000 EUR,93 m2,(2366 EUR/m2),Продава 3-СТАЕН,2-ри от 4,ТEЦ: ДА
"град София, Лозенец",220 000 EUR,74 m2,(2973 EUR/m2),Продава 3-СТАЕН,2-ри от 4,Газ: НЕ
"град София, Лозенец, ул. Лозенец",239 999 EUR,90 m2,(2667 EUR/m2),Продава 3-СТАЕН,4-ти от 5,ТEЦ: ДА
"град София, Лозенец, ул. Трепетлика",245 500 EUR,113 m2,(2173 EUR/m2),Продава 3-СТАЕН,2-ри от 4,ТEЦ: ДА
"град София, Лозенец",250 000 EUR,120 m2,(2083 EUR/m2),Продава 3-СТАЕН,7-ми от 10,Газ: НЕ
"град София, Лозенец",270 000 EUR,100 m2,(2700 EUR/m2),Продава 3-СТАЕН,4-ти от 5,Газ: НЕ
"град София, Лозенец, ул. Кожух планина",280 000 EUR,126 m2,(2222 EUR/m2),Продава 3-СТАЕН,2-ри от 6,"Строителство: Тухла, 2003 г."
"град София, Лозенец, ул. Златовръх",289 000 EUR,93 m2,(3108 EUR/m2),Продава 3-СТАЕН,5-ти от 6,ТEЦ: ДА
"град София, Лозенец",291 855 EUR,132 m2,(2211 EUR/m2),Продава 3-СТАЕН,2-ри от 5,"Строителство: Тухла, 2019 г."
"град София, Лозенец",298 538 EUR,131 m2,(2279 EUR/m2),Продава 3-СТАЕН,4-ти от 5,"Строителство: Тухла, 2019 г."
"град София, Лозенец, ул. Добри Войников",320 000 EUR,126 m2,(2540 EUR/m2),Продава 3-СТАЕН,4-ти от 5,ТEЦ: ДА
"град София, Лозенец, бул. Св. Наум",325 000 EUR,107 m2,(3037 EUR/m2),Продава 3-СТАЕН,4-ти от 5,"Строителство: Тухла, 1980 г."
"град София, Лозенец, ул. Цанко Церковски",329 990 EUR,120 m2,(2750 EUR/m2),Продава 3-СТАЕН,2-ри от 5,ТEЦ: ДА
"град София, Лозенец, ул. Стоян Михайловски",334 000 EUR,167 m2,(2000 EUR/m2),Продава 3-СТАЕН,Партер от 6,ТEЦ: ДА
"град София, Лозенец",360 000 EUR,129 m2,(2791 EUR/m2),Продава 3-СТАЕН,5-ти от 7,Газ: НЕ
"град София, Лозенец, ул. Бунтовник",394 560 EUR,165 m2,(2391 EUR/m2),Продава 3-СТАЕН,6-ти от 7,Газ: НЕ
"град София, Лозенец",462 000 EUR,167 m2,(2766 EUR/m2),Продава 3-СТАЕН,6-ти от 7,Газ: НЕ
"град София, Лозенец, ул. Плана планина",586 000 EUR,172 m2,(3407 EUR/m2),Продава 3-СТАЕН,3-ти от 6,Строителство: Тухла
"град София, Лозенец, ул. Плана планина",597 000 EUR,167 m2,(3575 EUR/m2),Продава 3-СТАЕН,4-ти от 6,Строителство: Тухла
"град София, Люлин - център",113 500 EUR,86 m2,(1320 EUR/m2),Продава 3-СТАЕН,5-ти от 6,Строителство: Тухла
"град София, Люлин - център",123 990 EUR,94 m2,(1319 EUR/m2),Продава 3-СТАЕН,3-ти от 6,"Строителство: Тухла, 2022 г."
"град София, Люлин - център",126 000 EUR,94 m2,(1340 EUR/m2),Продава 3-СТАЕН,2-ри от 6,Газ: НЕ
"град София, Люлин - център",139 999 EUR,83 m2,(1687 EUR/m2),Продава 3-СТАЕН,10-ти от 15,ТEЦ: ДА
"град София, Люлин 1",104 990 EUR,108 m2,(972 EUR/m2),Продава 3-СТАЕН,5-ти от 5,ТEЦ: Лок.отопл.
"град София, Люлин 1",120 000 EUR,115 m2,(1043 EUR/m2),Продава 3-СТАЕН,14-ти от 14,ТEЦ: ДА
"град София, Люлин 1, ул. Проф. Ал. Станишев",130 000 EUR,85 m2,(1529 EUR/m2),Продава 3-СТАЕН,4-ти от 8,ТEЦ: ДА
"град София, Люлин 10",94 990 EUR,96 m2,(989 EUR/m2),Продава 3-СТАЕН,7-ми от 8,ТEЦ: Лок.отопл.
"град София, Люлин 10",138 500 EUR,92 m2,(1505 EUR/m2),Продава 3-СТАЕН,6-ти от 14,ТEЦ: ДА
"град София, Люлин 2",110 000 EUR,66 m2,(1667 EUR/m2),Продава 3-СТАЕН,4-ти от 6,"Строителство: Панел, 1978 г."
"град София, Люлин 3, бул. Добринова скала",123 000 EUR,93 m2,(1323 EUR/m2),Продава 3-СТАЕН,12-ти от 15,"Строителство: ЕПК, 1990 г."
"град София, Люлин 4",119 900 EUR,88 m2,(1363 EUR/m2),Продава 3-СТАЕН,2-ри от 8,ТEЦ: ДА
"град София, Люлин 4",128 999 EUR,122 m2,(1057 EUR/m2),Продава 3-СТАЕН,7-ми от 15,"Строителство: ЕПК, 1996 г."
"град София, Люлин 5",94 000 EUR,89 m2,(1056 EUR/m2),Продава 3-СТАЕН,5-ти от 8,Строителство: Тухла
"град София, Люлин 5, бул. Д-р Петър Дертлиев",96 000 EUR,89 m2,(1079 EUR/m2),Продава 3-СТАЕН,6-ти от 8,Газ: НЕ
"град София, Люлин 5",97 000 EUR,89 m2,(1090 EUR/m2),Продава 3-СТАЕН,7-ми от 8,Строителство: Тухла
"град София, Люлин 5",97 000 EUR,98 m2,(990 EUR/m2),Продава 3-СТАЕН,2-ри от 8,Строителство: Тухла
"град София, Люлин 5",97 500 EUR,98 m2,(995 EUR/m2),Продава 3-СТАЕН,2-ри от 8,Строителство: Тухла
"град София, Люлин 5",99 000 EUR,98 m2,(1010 EUR/m2),Продава 3-СТАЕН,3-ти от 8,Строителство: Тухла
"град София, Люлин 5",103 000 EUR,98 m2,(1051 EUR/m2),Продава 3-СТАЕН,5-ти от 8,Строителство: Тухла
"град София, Люлин 5",104 000 EUR,98 m2,(1061 EUR/m2),Продава 3-СТАЕН,5-ти от 8,ТEЦ: ДА
"град София, Люлин 5",107 500 EUR,90 m2,(1194 EUR/m2),Продава 3-СТАЕН,2-ри от 8,ТEЦ: ДА
"град София, Люлин 5",110 000 EUR,106 m2,(1038 EUR/m2),Продава 3-СТАЕН,2-ри от 8,Строителство: Тухла
"град София, Люлин 5",117 000 EUR,90 m2,(1300 EUR/m2),Продава 3-СТАЕН,5-ти от 8,Строителство: Тухла
"град София, Люлин 5",122 500 EUR,98 m2,(1250 EUR/m2),Продава 3-СТАЕН,5-ти от 8,Строителство: Тухла
"град София, Люлин 5",128 999 EUR,122 m2,(1057 EUR/m2),Продава 3-СТАЕН,7-ми от 15,"Строителство: ЕПК, 1996 г."
"град София, Люлин 6",135 000 EUR,90 m2,(1500 EUR/m2),Продава 3-СТАЕН,1-ви от 14,Газ: НЕ
"град София, Люлин 8, бул. Панчо Владигеров",152 000 EUR,125 m2,(1216 EUR/m2),Продава 3-СТАЕН,4-ти от 5,Газ: НЕ
"град София, Люлин 9",99 990 EUR,74 m2,(1351 EUR/m2),Продава 3-СТАЕН,6-ти от 7,Газ: НЕ
"град София, Люлин 9",110 000 EUR,85 m2,(1294 EUR/m2),Продава 3-СТАЕН,1-ви от 8,ТEЦ: ДА
"град София, Малинова долина, ул. Околовръстен път",78 403 EUR,75 m2,(1045 EUR/m2),Продава 3-СТАЕН,2-ри от 4,"Строителство: Тухла, 2023 г."
"град София, Малинова долина",99 500 EUR,100 m2,(995 EUR/m2),Продава 3-СТАЕН,1-ви от 4,Газ: ДА
"град София, Малинова долина",106 458 EUR,86 m2,(1238 EUR/m2),Продава 3-СТАЕН,1-ви от 5,Газ: ДА
"град София, Малинова долина",107 300 EUR,83 m2,(1293 EUR/m2),Продава 3-СТАЕН,3-ти от 6,Газ: ДА
"град София, Малинова долина",107 678 EUR,81 m2,(1329 EUR/m2),Продава 3-СТАЕН,Партер от 4,"Строителство: Тухла, 2023 г."
"град София, Малинова долина, бул. Симеоновско шосе",108 800 EUR,85 m2,(1280 EUR/m2),Продава 3-СТАЕН,3-ти от 6,Газ: ДА
"град София, Малинова долина",110 250 EUR,105 m2,(1050 EUR/m2),Продава 3-СТАЕН,2-ри от 4,Газ: ДА
"град София, Малинова долина",115 500 EUR,89 m2,(1298 EUR/m2),Продава 3-СТАЕН,4-ти от 6,Газ: ДА
"град София, Малинова долина",115 565 EUR,189 m2,(611 EUR/m2),Продава 3-СТАЕН,1-ви от 4,Газ: ДА
"град София, Малинова долина",117 000 EUR,94 m2,(1245 EUR/m2),Продава 3-СТАЕН,5-ти от 7,Газ: ДА
"град София, Малинова долина, бул. Симеоновско шосе",117 300 EUR,78 m2,(1504 EUR/m2),Продава 3-СТАЕН,Партер от 6,Газ: ДА
"град София, Малинова долина",121 240 EUR,91 m2,(1332 EUR/m2),Продава 3-СТАЕН,3-ти от 4,"Строителство: Тухла, 2023 г."
"град София, Малинова долина",122 675 EUR,90 m2,(1363 EUR/m2),Продава 3-СТАЕН,2-ри от 5,Газ: ДА
"град София, Малинова долина",126 400 EUR,96 m2,(1317 EUR/m2),Продава 3-СТАЕН,2-ри от 6,Газ: ДА
"град София, Малинова долина",128 750 EUR,120 m2,(1073 EUR/m2),Продава 3-СТАЕН,2-ри от 4,"Строителство: Тухла, 2024 г."
"град София, Малинова долина",129 200 EUR,111 m2,(1164 EUR/m2),Продава 3-СТАЕН,4-ти от 4,Газ: ДА
"град София, Малинова долина",135 600 EUR,90 m2,(1507 EUR/m2),Продава 3-СТАЕН,5-ти от 5,Газ: ДА
"град София, Малинова долина",139 500 EUR,124 m2,(1125 EUR/m2),Продава 3-СТАЕН,2-ри от 4,Газ: ДА
"град София, Малинова долина",144 000 EUR,103 m2,(1398 EUR/m2),Продава 3-СТАЕН,3-ти от 6,Газ: ДА
"град София, Малинова долина",148 000 EUR,103 m2,(1437 EUR/m2),Продава 3-СТАЕН,4-ти от 6,Газ: ДА
"град София, Малинова долина",148 000 EUR,112 m2,(1321 EUR/m2),Продава 3-СТАЕН,5-ти от 5,Строителство: Тухла
"град София, Малинова долина",150 000 EUR,104 m2,(1442 EUR/m2),Продава 3-СТАЕН,2-ри от 4,"Строителство: Тухла, 2022 г."
"град София, Малинова долина",154 850 EUR,111 m2,(1395 EUR/m2),Продава 3-СТАЕН,3-ти от 5,"Строителство: Тухла, 2024 г."
"град София, Малинова долина",157 604 EUR,101 m2,(1560 EUR/m2),Продава 3-СТАЕН,3-ти от 4,Газ: ДА
"град София, Малинова долина",158 984 EUR,113 m2,(1407 EUR/m2),Продава 3-СТАЕН,3-ти от 8,Газ: ДА
"град София, Малинова долина, бул. Симеоновско шосе",169 000 EUR,125 m2,(1352 EUR/m2),Продава 3-СТАЕН,3-ти от 6,Газ: ДА
"град София, Малинова долина",169 839 EUR,103 m2,(1649 EUR/m2),Продава 3-СТАЕН,3-ти от 4,Газ: ДА
"град София, Малинова долина",180 600 EUR,163 m2,(1108 EUR/m2),Продава 3-СТАЕН,6-ти от 6,Газ: ДА
"град София, Малинова долина",185 600 EUR,120 m2,(1547 EUR/m2),Продава 3-СТАЕН,10-ти от 11,Газ: ДА
"град София, Манастирски ливади",139 998 EUR,108 m2,(1296 EUR/m2),Продава 3-СТАЕН,2-ри от 6,"Строителство: Тухла, 2012 г."
"град София, Манастирски ливади",155 500 EUR,101 m2,(1540 EUR/m2),Продава 3-СТАЕН,4-ти от 6,Газ: ДА
"град София, Манастирски ливади",157 985 EUR,98 m2,(1612 EUR/m2),Продава 3-СТАЕН,6-ти от 6,"Строителство: Тухла, 2022 г."
"град София, Манастирски ливади",159 350 EUR,136 m2,(1172 EUR/m2),Продава 3-СТАЕН,Партер от 6,"Строителство: Тухла, 2022 г."
"град София, Манастирски ливади",159 900 EUR,102 m2,(1568 EUR/m2),Продава 3-СТАЕН,2-ри от 4,"Строителство: Тухла, 1979 г."
"град София, Манастирски ливади, ул. Бяло поле",165 000 EUR,100 m2,(1650 EUR/m2),Продава 3-СТАЕН,4-ти от 7,Газ: ДА
"град София, Манастирски ливади",174 000 EUR,125 m2,(1392 EUR/m2),Продава 3-СТАЕН,4-ти от 7,Газ: НЕ
"град София, Манастирски ливади",182 000 EUR,100 m2,(1820 EUR/m2),Продава 3-СТАЕН,6-ти от 7,"Строителство: Тухла, 2005 г."
"град София, Манастирски ливади, ул. Иван Сусанин",185 000 EUR,105 m2,(1762 EUR/m2),Продава 3-СТАЕН,3-ти от 5,Газ: ДА
"град София, Манастирски ливади",186 850 EUR,101 m2,(1850 EUR/m2),Продава 3-СТАЕН,ДА,"Строителство: Тухла, 2022 г."
"град София, Манастирски ливади",186 850 EUR,101 m2,(1850 EUR/m2),Продава 3-СТАЕН,2-ри от 5,Газ: ДА
"град София, Манастирски ливади",188 400 EUR,116 m2,(1624 EUR/m2),Продава 3-СТАЕН,4-ти от 6,Газ: ДА
"град София, Манастирски ливади",188 850 EUR,101 m2,(1870 EUR/m2),Продава 3-СТАЕН,4-ти от 5,Газ: ДА
"град София, Манастирски ливади",204 336 EUR,114 m2,(1792 EUR/m2),Продава 3-СТАЕН,3-ти от 6,"Строителство: Тухла, 2024 г."
"град София, Манастирски ливади",210 000 EUR,107 m2,(1963 EUR/m2),Продава 3-СТАЕН,5-ти от 9,Газ: ДА
"град София, Манастирски ливади, ул. Боянски водопад",214 200 EUR,119 m2,(1800 EUR/m2),Продава 3-СТАЕН,7-ми от 10,Газ: НЕ
"град София, Манастирски ливади",214 200 EUR,119 m2,(1800 EUR/m2),Продава 3-СТАЕН,7-ми от 11,Газ: ДА
"град София, Манастирски ливади",215 000 EUR,133 m2,(1617 EUR/m2),Продава 3-СТАЕН,2-ри от 4,"Строителство: Тухла, 2008 г."
"град София, Манастирски ливади",219 000 EUR,105 m2,(2086 EUR/m2),Продава 3-СТАЕН,2-ри от 7,Газ: ДА
"град София, Манастирски ливади, к-с Елизиум",220 000 EUR,101 m2,(2178 EUR/m2),Продава 3-СТАЕН,4-ти от 6,Газ: ДА
"град София, Манастирски ливади",220 692 EUR,126 m2,(1752 EUR/m2),Продава 3-СТАЕН,2-ри от 6,Газ: ДА
"град София, Манастирски ливади",222 750 EUR,135 m2,(1650 EUR/m2),Продава 3-СТАЕН,6-ти от 6,Газ: ДА
"град София, Манастирски ливади",223 000 EUR,135 m2,(1652 EUR/m2),Продава 3-СТАЕН,6-ти от 6,Газ: ДА
"град София, Манастирски ливади",227 736 EUR,127 m2,(1793 EUR/m2),Продава 3-СТАЕН,3-ти от 6,"Строителство: Тухла, 2024 г."
"град София, Манастирски ливади",235 000 EUR,130 m2,(1808 EUR/m2),Продава 3-СТАЕН,3-ти от 3,Газ: ДА
"град София, Манастирски ливади",240 000 EUR,110 m2,(2182 EUR/m2),Продава 3-СТАЕН,3-ти от 4,"Строителство: Тухла, 2010 г."
"град София, Манастирски ливади",240 000 EUR,150 m2,(1600 EUR/m2),Продава 3-СТАЕН,5-ти от 7,Газ: ДА
"град София, Манастирски ливади",250 000 EUR,120 m2,(2083 EUR/m2),Продава 3-СТАЕН,6-ти от 6,Газ: ДА
"град София, Манастирски ливади",255 000 EUR,110 m2,(2318 EUR/m2),Продава 3-СТАЕН,2-ри от 6,Газ: ДА
"град София, Манастирски ливади",259 000 EUR,120 m2,(2158 EUR/m2),Продава 3-СТАЕН,2-ри от 6,Строителство: Тухла
"град София, Манастирски ливади",259 900 EUR,113 m2,(2300 EUR/m2),Продава 3-СТАЕН,2-ри от 4,Газ: НЕ
"град София, Манастирски ливади, ул. Тодор Каблешков",260 000 EUR,153 m2,(1699 EUR/m2),Продава 3-СТАЕН,3-ти от 6,"Строителство: Тухла, 2021 г."
"град София, Манастирски ливади, ул. Мур",260 000 EUR,180 m2,(1444 EUR/m2),Продава 3-СТАЕН,6-ти от 7,Газ: ДА
