location,price,m2,price/m2,details,floor,build
"град Варна, Бриз",94 120 EUR,93 m2,(1012 EUR/m2),Продава 3-СТАЕН,1-ви от 6,Газ: НЕ
"град Варна, Бриз",109 990 EUR,90 m2,(1222 EUR/m2),Продава 3-СТАЕН,3-ти от 5,"Строителство: Тухла, 2021 г."
"град Варна, Бриз",118 740 EUR,123 m2,(965 EUR/m2),Продава 3-СТАЕН,4-ти от 5,"Строителство: Тухла, 2021 г."
"град Варна, Бриз",118 950 EUR,118 m2,(1008 EUR/m2),Продава 3-СТАЕН,"Тухла, 2021 г.","
"
"град Варна, Бриз",118 950 EUR,119 m2,(1000 EUR/m2),Продава 3-СТАЕН,2-ри от 5,"Строителство: Тухла, 2021 г."
"град Варна, Бриз",119 990 EUR,100 m2,(1200 EUR/m2),Продава 3-СТАЕН,3-ти от 4,"Строителство: Тухла, 2021 г."
"град Варна, Бриз, код :7584",120 000 EUR,100 m2,(1200 EUR/m2),Продава 3-СТАЕН,3-ти от 4,"Строителство: Тухла, 2020 г."
"град Варна, Бриз",122 000 EUR,110 m2,(1109 EUR/m2),Продава 3-СТАЕН,3-ти от 4,"Строителство: Тухла, 2020 г."
"град Варна, Бриз",123 000 EUR,105 m2,(1171 EUR/m2),Продава 3-СТАЕН,2-ри от 4,Строителство: Тухла
"град Варна, Бриз",125 000 EUR,115 m2,(1087 EUR/m2),Продава 3-СТАЕН,3-ти от 10,Газ: ДА
"град Варна, Бриз",130 000 EUR,110 m2,(1182 EUR/m2),Продава 3-СТАЕН,5-ти от 6,Газ: НЕ
"град Варна, Бриз, АКТ 16!",130 000 EUR,102 m2,(1275 EUR/m2),Продава 3-СТАЕН,3-ти от 12,"Строителство: Тухла, 2021 г."
"град Варна, Бриз",135 000 EUR,101 m2,(1337 EUR/m2),Продава 3-СТАЕН,5-ти от 12,"Строителство: Тухла, 2022 г."
"град Варна, Бриз",137 800 EUR,106 m2,(1300 EUR/m2),Продава 3-СТАЕН,7-ми от 12,"Строителство: Тухла, 2020 г."
"град Варна, Бриз",139 720 EUR,106 m2,(1318 EUR/m2),Продава 3-СТАЕН,5-ти от 16,"Строителство: Тухла, 2022 г."
"град Варна, Бриз, Обръщача",149 999 EUR,130 m2,(1154 EUR/m2),Продава 3-СТАЕН,3-ти от 6,"Строителство: Тухла, 1998 г."
"град Варна, Бриз",152 500 EUR,106 m2,(1439 EUR/m2),Продава 3-СТАЕН,5-ти от 10,"Строителство: Тухла, 2021 г."
"град Варна, Бриз",155 000 EUR,134 m2,(1157 EUR/m2),Продава 3-СТАЕН,3-ти от 5,"Строителство: Тухла, 2000 г."
"град Варна, Бриз",155 900 EUR,172 m2,(906 EUR/m2),Продава 3-СТАЕН,3-ти от 4,"Строителство: Тухла, 2015 г."
"град Варна, Бриз",160 000 EUR,115 m2,(1391 EUR/m2),Продава 3-СТАЕН,9-ти от 11,Газ: ДА
"град Варна, Бриз",170 000 EUR,118 m2,(1441 EUR/m2),Продава 3-СТАЕН,5-ти от 10,Газ: ДА
"град Варна, Бриз",178 000 EUR,118 m2,(1508 EUR/m2),Продава 3-СТАЕН,3-ти от 4,ТEЦ: НЕ
"град Варна, Бриз",198 000 EUR,117 m2,(1692 EUR/m2),Продава 3-СТАЕН,3-ти от 4,Газ: ДА
"град Варна, Бриз",218 500 EUR,156 m2,(1401 EUR/m2),Продава 3-СТАЕН,3-ти от 4,ТEЦ: НЕ
"град Варна, Бриз",250 000 EUR,189 m2,(1323 EUR/m2),Продава 3-СТАЕН,5-ти от 5,ТEЦ: НЕ
"град Варна, Бриз",255 000 EUR,137 m2,(1861 EUR/m2),Продава 3-СТАЕН,10-ти от 11,"Строителство: Тухла, 2019 г."
"град Варна, Бриз",272 000 EUR,189 m2,(1439 EUR/m2),Продава 3-СТАЕН,11-ти от 11,"Строителство: Тухла, 2021 г."
"град Варна, Бриз, Пикадили парк",277 000 EUR,166 m2,(1669 EUR/m2),Продава 3-СТАЕН,4-ти от 5,"Строителство: Тухла, 2012 г."
"град Варна, Виница",50 000 EUR,80 m2,(625 EUR/m2),Продава 3-СТАЕН,2-ри от 5,"Строителство: Тухла, 2016 г."
"град Варна, Виница",60 000 EUR,95 m2,(632 EUR/m2),Продава 3-СТАЕН,1-ви от 5,"Строителство: Тухла, 2022 г."
"град Варна, Виница, Константин Павлов 46",63 500 EUR,93 m2,(683 EUR/m2),Продава 3-СТАЕН,2-ри от 5,Газ: НЕ
"град Варна, Виница",70 725 EUR,94 m2,(752 EUR/m2),Продава 3-СТАЕН,1-ви от 4,"Строителство: Тухла, 2022 г."
"град Варна, Виница, Константин Павлов 46",71 500 EUR,96 m2,(745 EUR/m2),Продава 3-СТАЕН,2-ри от 5,Газ: НЕ
"град Варна, Виница",76 330 EUR,82 m2,(931 EUR/m2),Продава 3-СТАЕН,4-ти от 6,Газ: НЕ
"град Варна, Виница",79 000 EUR,85 m2,(929 EUR/m2),Продава 3-СТАЕН,3-ти от 5,"Строителство: Тухла, 2022 г."
"град Варна, Виница",79 000 EUR,85 m2,(929 EUR/m2),Продава 3-СТАЕН,2-ри от 5,Газ: НЕ
"град Варна, Виница",85 250 EUR,100 m2,(853 EUR/m2),Продава 3-СТАЕН,2-ри от 5,"Строителство: Тухла, 2022 г."
"град Варна, Виница",86 000 EUR,120 m2,(717 EUR/m2),Продава 3-СТАЕН,3-ти от 5,"Строителство: Тухла, 2021 г."
"град Варна, Виница, кв.Виница",87 000 EUR,92 m2,(946 EUR/m2),Продава 3-СТАЕН,2-ри от 4,"Строителство: Тухла, 2018 г."
"град Варна, Виница",88 900 EUR,92 m2,(966 EUR/m2),Продава 3-СТАЕН,2-ри от 5,"Строителство: Тухла, 2020 г."
"град Варна, Виница",88 900 EUR,93 m2,(956 EUR/m2),Продава 3-СТАЕН,3-ти от 4,"Строителство: Тухла, 2008 г."
"град Варна, Виница",89 500 EUR,104 m2,(861 EUR/m2),Продава 3-СТАЕН,3-ти от 5,"Строителство: Тухла, 2022 г."
"град Варна, Виница",89 500 EUR,127 m2,(705 EUR/m2),Продава 3-СТАЕН,3-ти от 5,"Строителство: Тухла, 2022 г."
"град Варна, Виница",89 519 EUR,100 m2,(895 EUR/m2),Продава 3-СТАЕН,3-ти от 5,"Строителство: Тухла, 2024 г."
"град Варна, Виница",89 960 EUR,104 m2,(865 EUR/m2),Продава 3-СТАЕН,2-ри от 4,"Строителство: Тухла, 2021 г."
"град Варна, Виница",89 960 EUR,103 m2,(873 EUR/m2),Продава 3-СТАЕН,2-ри от 5,Строителство: Тухла
"град Варна, Виница",89 990 EUR,92 m2,(978 EUR/m2),Продава 3-СТАЕН,2-ри от 4,"Строителство: Тухла, 2019 г."
"град Варна, Виница",90 000 EUR,129 m2,(698 EUR/m2),Продава 3-СТАЕН,4-ти от 4,"Строителство: Тухла, 2023 г."
"град Варна, Виница, с ПАРКОМЯСТО!",91 490 EUR,92 m2,(994 EUR/m2),Продава 3-СТАЕН,5-ти от 6,"Строителство: Тухла, 2022 г."
"град Варна, Виница",94 900 EUR,105 m2,(904 EUR/m2),Продава 3-СТАЕН,3-ти от 3,"Строителство: Тухла, 2017 г."
"град Варна, Виница",95 000 EUR,90 m2,(1056 EUR/m2),Продава 3-СТАЕН,3-ти от 5,Газ: НЕ
"град Варна, Виница",95 000 EUR,100 m2,(950 EUR/m2),Продава 3-СТАЕН,3-ти от 3,Газ: НЕ
"град Варна, Виница",101 990 EUR,122 m2,(836 EUR/m2),Продава 3-СТАЕН,1-ви от 3,"Строителство: Тухла, 2015 г."
"град Варна, Виница",103 600 EUR,103 m2,(1006 EUR/m2),Продава 3-СТАЕН,5-ти от 5,"Строителство: Тухла, 2016 г."
"град Варна, Виница",103 830 EUR,112 m2,(927 EUR/m2),Продава 3-СТАЕН,1-ви от 6,"Строителство: Тухла, 2022 г."
"град Варна, Виница",113 300 EUR,97 m2,(1168 EUR/m2),Продава 3-СТАЕН,1-ви от 4,"Строителство: Тухла, 2008 г."
"град Варна, Виница",116 500 EUR,137 m2,(850 EUR/m2),Продава 3-СТАЕН,5-ти от 6,"Строителство: Тухла, 2022 г."
"град Варна, Виница",128 900 EUR,128 m2,(1007 EUR/m2),Продава 3-СТАЕН,4-ти от 6,ТEЦ: НЕ
"град Варна, ВИНС-Червен площад, бар Мартини",94 000 EUR,80 m2,(1175 EUR/m2),Продава 3-СТАЕН,4-ти от 5,Газ: НЕ
"град Варна, ВИНС-Червен площад",96 500 EUR,60 m2,(1608 EUR/m2),Продава 3-СТАЕН,5-ти от 6,"Строителство: Тухла, 1984 г."
"град Варна, ВИНС-Червен площад",135 000 EUR,80 m2,(1688 EUR/m2),Продава 3-СТАЕН,3-ти от 4,Газ: НЕ
"град Варна, Владислав Варненчик 1",52 500 EUR,65 m2,(808 EUR/m2),Продава 3-СТАЕН,5-ти от 5,Строителство: Панел
"град Варна, Владислав Варненчик 1",62 000 EUR,63 m2,(984 EUR/m2),Продава 3-СТАЕН,5-ти от 7,"Строителство: Панел, 1989 г."
"град Варна, Владислав Варненчик 1",74 990 EUR,100 m2,(750 EUR/m2),Продава 3-СТАЕН,2-ри от 8,"Строителство: Панел, 1984 г."
"град Варна, Владислав Варненчик 1",75 000 EUR,96 m2,(781 EUR/m2),Продава 3-СТАЕН,2-ри от 9,Газ: НЕ
"град Варна, Владислав Варненчик 1",86 700 EUR,96 m2,(903 EUR/m2),Продава 3-СТАЕН,5-ти от 10,ТEЦ: НЕ
"град Варна, Владислав Варненчик 2",49 900 EUR,65 m2,(768 EUR/m2),Продава 3-СТАЕН,3-ти от 7,"Строителство: Панел, 1980 г."
"град Варна, Владислав Варненчик 2",77 800 EUR,95 m2,(819 EUR/m2),Продава 3-СТАЕН,3-ти от 4,ТEЦ: НЕ
"град Варна, Владислав Варненчик 2",85 000 EUR,92 m2,(924 EUR/m2),Продава 3-СТАЕН,3-ти от 4,ТEЦ: НЕ
"град Варна, Възраждане 1",67 000 EUR,72 m2,(931 EUR/m2),Продава 3-СТАЕН,7-ми от 9,ТEЦ: ДА
"град Варна, Възраждане 1",75 700 EUR,85 m2,(891 EUR/m2),Продава 3-СТАЕН,2-ри от 7,"Строителство: Тухла, 2022 г."
"град Варна, Възраждане 1",75 900 EUR,84 m2,(904 EUR/m2),Продава 3-СТАЕН,3-ти от 7,"Строителство: Тухла, 2022 г."
"град Варна, Възраждане 1",78 500 EUR,86 m2,(913 EUR/m2),Продава 3-СТАЕН,8-ми от 13,Газ: НЕ
"град Варна, Възраждане 1",79 990 EUR,95 m2,(842 EUR/m2),Продава 3-СТАЕН,10-ти от 11,Строителство: Тухла
"град Варна, Възраждане 1",84 990 EUR,95 m2,(895 EUR/m2),Продава 3-СТАЕН,2-ри от 7,"Строителство: Тухла, 2021 г."
"град Варна, Възраждане 1",85 000 EUR,20 m2,(4250 EUR/m2),Продава 3-СТАЕН,1-ви от 7,"Строителство: Тухла, 2010 г."
"град Варна, Възраждане 1, ул Идеал Петров",87 000 EUR,120 m2,(725 EUR/m2),Продава 3-СТАЕН,1-ви от 5,"Строителство: Тухла, 2010 г."
"град Варна, Възраждане 1",87 550 EUR,116 m2,(755 EUR/m2),Продава 3-СТАЕН,Партер от 6,Строителство: Тухла
"град Варна, Възраждане 1",89 500 EUR,106 m2,(844 EUR/m2),Продава 3-СТАЕН,3-ти от 11,ТEЦ: ДА
"град Варна, Възраждане 1",89 990 EUR,120 m2,(750 EUR/m2),Продава 3-СТАЕН,5-ти от 7,Строителство: Тухла
"град Варна, Възраждане 1",89 990 EUR,96 m2,(937 EUR/m2),Продава 3-СТАЕН,7-ми от 8,Строителство: Панел
"град Варна, Възраждане 1",91 000 EUR,106 m2,(858 EUR/m2),Продава 3-СТАЕН,4-ти от 11,ТEЦ: ДА
"град Варна, Възраждане 1",95 000 EUR,105 m2,(905 EUR/m2),Продава 3-СТАЕН,6-ти от 6,"Строителство: Тухла, 2018 г."
"град Варна, Възраждане 1",99 990 EUR,120 m2,(833 EUR/m2),Продава 3-СТАЕН,2-ри от 7,Строителство: Тухла
