location,price,m2,price/m2,details,floor,build
"град Шумен, Боян Българанов 1",110 000 лв.,65 m2,(1692 лв./m2),Продава 2-СТАЕН,6-ти от 8,"Строителство: Панел, 1990 г."
"град Шумен, Боян Българанов 1",110 000 лв.,68 m2,(1618 лв./m2),Продава 2-СТАЕН,6-ти от 8,Строителство: Панел
"град Шумен, Боян Българанов 1",110 000 лв.,68 m2,(1618 лв./m2),Продава 2-СТАЕН,6-ти от 7,"Строителство: Панел, 1985 г."
"град Шумен, Боян Българанов 1",57 000 EUR,74 m2,(770 EUR/m2),Продава 2-СТАЕН,2-ри от 8,Строителство: Панел
"град Шумен, Боян Българанов 1",57 000 EUR,74 m2,(770 EUR/m2),Продава 2-СТАЕН,2-ри от 8,Строителство: Панел
"град Шумен, Боян Българанов 1",112 000 лв.,68 m2,(1647 лв./m2),Продава 2-СТАЕН,6-ти от 8,Строителство: Панел
"град Шумен, Боян Българанов 1",117 999 лв.,68 m2,(1735 лв./m2),Продава 2-СТАЕН,1-ви от 7,Строителство: Панел
"град Шумен, Боян Българанов 1, до СТАРИЯ ОБРЪЩАЧ",61 225 EUR,67 m2,(914 EUR/m2),Продава 2-СТАЕН,2-ри от 7,"Строителство: Панел, 1987 г."
"град Шумен, Боян Българанов 1",120 000 лв.,64 m2,(1875 лв./m2),Продава 2-СТАЕН,5-ти от 8,Строителство: Панел
"град Шумен, Боян Българанов 1",122 000 лв.,67 m2,(1821 лв./m2),Продава 2-СТАЕН,2-ри от 7,Строителство: Панел
"град Шумен, Боян Българанов 1",125 000 лв.,54 m2,(2315 лв./m2),Продава 2-СТАЕН,6-ти от 8,"Строителство: Панел, 1988 г."
"град Шумен, Боян Българанов 1",64 000 EUR,54 m2,(1185 EUR/m2),Продава 2-СТАЕН,6-ти от 8,ТEЦ: ДА
"град Шумен, Боян Българанов 1",65 000 EUR,64 m2,(1016 EUR/m2),Продава 2-СТАЕН,4-ти от 7,"Строителство: Панел, 1980 г."
"град Шумен, Боян Българанов 1",65 000 EUR,69 m2,(942 EUR/m2),Продава 2-СТАЕН,4-ти от 7,"Строителство: Панел, 1980 г."
"град Шумен, Боян Българанов 1",65 000 EUR,69 m2,(942 EUR/m2),Продава 2-СТАЕН,4-ти от 7,Строителство: Панел
"град Шумен, Боян Българанов 1",65 000 EUR,69 m2,(942 EUR/m2),Продава 2-СТАЕН,4-ти от 7,Строителство: Панел
"град Шумен, Боян Българанов 1",128 000 лв.,69 m2,(1855 лв./m2),Продава 2-СТАЕН,4-ти от 7,Строителство: Панел
"град Шумен, Боян Българанов 1",128 500 лв.,69 m2,(1862 лв./m2),Продава 2-СТАЕН,4-ти от 7,"Строителство: Панел, 1980 г."
"град Шумен, Боян Българанов 1",129 000 лв.,69 m2,(1870 лв./m2),Продава 2-СТАЕН,4-ти от 7,Строителство: Панел
"град Шумен, Боян Българанов 1",129 000 лв.,69 m2,(1870 лв./m2),Продава 2-СТАЕН,4-ти от 7,"Строителство: Панел, 1984 г."
"град Шумен, Боян Българанов 1",66 000 EUR,69 m2,(957 EUR/m2),Продава 2-СТАЕН,4-ти от 7,Строителство: Панел
"град Шумен, Боян Българанов 1",66 000 EUR,69 m2,(957 EUR/m2),Продава 2-СТАЕН,4-ти от 7,Строителство: Панел
"град Шумен, Боян Българанов 1",130 000 лв.,76 m2,(1711 лв./m2),Продава 2-СТАЕН,1-ви от 7,Строителство: Панел
"град Шумен, Боян Българанов 1",67 000 EUR,69 m2,(971 EUR/m2),Продава 2-СТАЕН,4-ти от 7,"Строителство: Панел, 1987 г."
"град Шумен, Боян Българанов 2",70 000 лв.,50 m2,(1400 лв./m2),Продава 2-СТАЕН,7-ми от 8,Строителство: Панел
"град Шумен, Боян Българанов 2",70 000 лв.,50 m2,(1400 лв./m2),Продава 2-СТАЕН,7-ми от 8,"Строителство: Панел, 1990 г."
"град Шумен, Боян Българанов 2",75 000 лв.,65 m2,(1154 лв./m2),Продава 2-СТАЕН,6-ти от 6,"Строителство: Панел, 1980 г."
"град Шумен, Боян Българанов 2",75 000 лв.,64 m2,(1172 лв./m2),Продава 2-СТАЕН,Панел,"
"
"град Шумен, Боян Българанов 2",75 000 лв.,64 m2,(1172 лв./m2),Продава 2-СТАЕН,8-ми от 8,"Строителство: Панел, 1980 г."
"град Шумен, Боян Българанов 2",75 000 лв.,64 m2,(1172 лв./m2),Продава 2-СТАЕН,8-ми от 8,"Строителство: Панел, 1980 г."
"град Шумен, Боян Българанов 2",75 000 лв.,64 m2,(1172 лв./m2),Продава 2-СТАЕН,8-ми от 8,"Строителство: Панел, 1987 г."
"град Шумен, Боян Българанов 2",85 000 лв.,60 m2,(1417 лв./m2),Продава 2-СТАЕН,Панел,"
"
"град Шумен, Боян Българанов 2",86 700 лв.,79 m2,(1097 лв./m2),Продава 2-СТАЕН,2-ри от 8,Строителство: Панел
"град Шумен, Боян Българанов 2",90 000 лв.,60 m2,(1500 лв./m2),Продава 2-СТАЕН,1-ви от 7,"Строителство: Панел, 1990 г."
"град Шумен, Боян Българанов 2",90 000 лв.,62 m2,(1452 лв./m2),Продава 2-СТАЕН,5-ти от 7,"Строителство: Панел, 1980 г."
"град Шумен, Боян Българанов 2",91 000 лв.,62 m2,(1468 лв./m2),Продава 2-СТАЕН,Панел,"
"
"град Шумен, Боян Българанов 2",97 000 лв.,64 m2,(1516 лв./m2),Продава 2-СТАЕН,2-ри от 7,Строителство: Панел
"град Шумен, Боян Българанов 2",98 000 лв.,64 m2,(1531 лв./m2),Продава 2-СТАЕН,4-ти от 6,"Строителство: Панел, 1987 г."
"град Шумен, Боян Българанов 2",99 900 лв.,64 m2,(1561 лв./m2),Продава 2-СТАЕН,4-ти от 6,"Строителство: Панел, 1987 г."
"град Шумен, Боян Българанов 2",105 000 лв.,63 m2,(1667 лв./m2),Продава 2-СТАЕН,1-ви от 7,"Строителство: Панел, 1992 г."
"град Шумен, Боян Българанов 2",105 000 лв.,65 m2,(1615 лв./m2),Продава 2-СТАЕН,1-ви от 8,"Строителство: Панел, 1980 г."
"град Шумен, Боян Българанов 2",110 000 лв.,69 m2,(1594 лв./m2),Продава 2-СТАЕН,1-ви от 8,"Строителство: Панел, 1980 г."
"град Шумен, Боян Българанов 2",110 000 лв.,69 m2,(1594 лв./m2),Продава 2-СТАЕН,1-ви от 7,"Строителство: Панел, 1992 г."
"град Шумен, Боян Българанов 2",120 000 лв.,64 m2,(1875 лв./m2),Продава 2-СТАЕН,4-ти от 6,"Строителство: Панел, 1985 г."
"град Шумен, Боян Българанов 2",123 000 лв.,64 m2,(1922 лв./m2),Продава 2-СТАЕН,4-ти от 6,"Строителство: Панел, 1980 г."
"град Шумен, Боян Българанов 2",125 000 лв.,54 m2,(2315 лв./m2),Продава 2-СТАЕН,6-ти от 8,"Строителство: Панел, 1988 г."
"град Шумен, Боян Българанов 2",125 000 лв.,54 m2,(2315 лв./m2),Продава 2-СТАЕН,6-ти от 8,"Строителство: Панел, 1980 г."
"град Шумен, Боян Българанов 2",125 000 лв.,54 m2,(2315 лв./m2),Продава 2-СТАЕН,6-ти от 7,"Строителство: Панел, 1988 г."
"град Шумен, Боян Българанов 2",128 000 лв.,50 m2,(2560 лв./m2),Продава 2-СТАЕН,6-ти от 8,"Строителство: Панел, 1983 г."
"град Шумен, Боян Българанов 2",150 000 лв.,74 m2,(2027 лв./m2),Продава 2-СТАЕН,8-ми от 8,"Строителство: Панел, 1990 г."
"град Шумен, Боян Българанов 2",153 500 лв.,69 m2,(2225 лв./m2),Продава 2-СТАЕН,7-ми от 7,"Строителство: Панел, 1970 г."
"град Шумен, Боян Българанов 2",154 500 лв.,72 m2,(2146 лв./m2),Продава 2-СТАЕН,1-ви от 7,"Строителство: Панел, 1970 г."
"град Шумен, Боян Българанов 2",79 250 EUR,76 m2,(1043 EUR/m2),Продава 2-СТАЕН,6-ти от 8,Газ: НЕ
"град Шумен, Боян Българанов 2",155 000 лв.,75 m2,(2067 лв./m2),Продава 2-СТАЕН,8-ми от 8,"Строителство: Панел, 1980 г."
"град Шумен, Военно училище",100 000 лв.,60 m2,(1667 лв./m2),Продава 2-СТАЕН,6-ти от 7,Строителство: Панел
"град Шумен, Военно училище",102 000 лв.,56 m2,(1821 лв./m2),Продава 2-СТАЕН,6-ти от 7,"Строителство: Панел, 1978 г."
"град Шумен, Военно училище",130 000 лв.,52 m2,(2500 лв./m2),Продава 2-СТАЕН,3-ти от 4,Строителство: Тухла
"град Шумен, Военно училище",72 099 EUR,80 m2,(901 EUR/m2),Продава 2-СТАЕН,2-ри от 2,ТEЦ: НЕ
"град Шумен, Военно училище, ВОЕННО У-ЩЕ и РУМ",156 000 лв.,87 m2,(1793 лв./m2),Продава 2-СТАЕН,2-ри от 2,"Строителство: Тухла, 2022 г."
"град Шумен, Военно училище",82 300 EUR,51 m2,(1614 EUR/m2),Продава 2-СТАЕН,2-ри от 3,Газ: ДА
"град Шумен, Гривица",49 000 EUR,61 m2,(803 EUR/m2),Продава 2-СТАЕН,Партер от 4,Газ: ДА
"град Шумен, Гривица",103 000 лв.,58 m2,(1776 лв./m2),Продава 2-СТАЕН,6-ти от 6,"Строителство: Панел, 1980 г."
"град Шумен, Гривица",56 900 EUR,69 m2,(825 EUR/m2),Продава 2-СТАЕН,2-ри от 4,Газ: ДА
"град Шумен, Дивизионна болница",96 000 лв.,62 m2,(1548 лв./m2),Продава 2-СТАЕН,1-ви от 4,Газ: ДА
"град Шумен, Добруджански",80 000 лв.,55 m2,(1455 лв./m2),Продава 2-СТАЕН,1-ви от 5,Строителство: Тухла
"град Шумен, Добруджански",44 000 EUR,55 m2,(800 EUR/m2),Продава 2-СТАЕН,3-ти от 5,Газ: ДА
"град Шумен, Добруджански",90 000 лв.,45 m2,(2000 лв./m2),Продава 2-СТАЕН,2-ри от 4,Строителство: Тухла
"град Шумен, Добруджански",100 000 лв.,60 m2,(1667 лв./m2),Продава 2-СТАЕН,5-ти от 6,"Строителство: Панел, 1970 г."
"град Шумен, Добруджански",51 920 EUR,58 m2,(895 EUR/m2),Продава 2-СТАЕН,1-ви от 3,"Строителство: Тухла, 2021 г."
"град Шумен, Добруджански",53 000 EUR,56 m2,(946 EUR/m2),Продава 2-СТАЕН,6-ти от 7,"Строителство: Панел, 1990 г."
"град Шумен, Добруджански",53 000 EUR,71 m2,(746 EUR/m2),Продава 2-СТАЕН,4-ти от 4,"Строителство: Тухла, 2022 г."
"град Шумен, Добруджански",53 900 EUR,58 m2,(929 EUR/m2),Продава 2-СТАЕН,2-ри от 4,Строителство: Тухла
"град Шумен, Добруджански",54 000 EUR,55 m2,(982 EUR/m2),Продава 2-СТАЕН,5-ти от 6,"Строителство: Панел, 1990 г."
"град Шумен, Добруджански",54 230 EUR,58 m2,(935 EUR/m2),Продава 2-СТАЕН,1-ви от 5,Строителство: Тухла
"град Шумен, Добруджански",55 800 EUR,66 m2,(845 EUR/m2),Продава 2-СТАЕН,1-ви от 5,Строителство: Тухла
"град Шумен, Добруджански",56 242 EUR,52 m2,(1082 EUR/m2),Продава 2-СТАЕН,3-ти от 7,Газ: ДА
"град Шумен, Добруджански",110 000 лв.,58 m2,(1897 лв./m2),Продава 2-СТАЕН,4-ти от 8,"Строителство: Панел, 1977 г."
"град Шумен, Добруджански",110 000 лв.,59 m2,(1864 лв./m2),Продава 2-СТАЕН,4-ти от 7,"Строителство: Панел, 1980 г."
"град Шумен, Добруджански",110 000 лв.,71 m2,(1549 лв./m2),Продава 2-СТАЕН,2-ри от 4,"Строителство: Тухла, 1980 г."
"град Шумен, Добруджански",58 000 EUR,58 m2,(1000 EUR/m2),Продава 2-СТАЕН,3-ти от 4,"Строителство: Тухла, 2022 г."
"град Шумен, Добруджански, бул . Преслав 74",58 000 EUR,58 m2,(1000 EUR/m2),Продава 2-СТАЕН,2-ри от 4,"Строителство: Тухла, 2021 г."
"град Шумен, Добруджански",60 000 EUR,60 m2,(1000 EUR/m2),Продава 2-СТАЕН,4-ти от 4,"Строителство: Тухла, 2022 г."
"град Шумен, Добруджански, бул . Преслав 74",60 150 EUR,66 m2,(911 EUR/m2),Продава 2-СТАЕН,2-ри от 4,"Строителство: Тухла, 2021 г."
"град Шумен, Добруджански",61 000 EUR,66 m2,(924 EUR/m2),Продава 2-СТАЕН,3-ти от 4,Газ: ДА
"град Шумен, Добруджански",120 000 лв.,61 m2,(1967 лв./m2),Продава 2-СТАЕН,7-ми от 8,Газ: ДА
"град Шумен, Добруджански",120 000 лв.,65 m2,(1846 лв./m2),Продава 2-СТАЕН,5-ти от 8,"Строителство: Панел, 1980 г."
"град Шумен, Добруджански",120 000 лв.,61 m2,(1967 лв./m2),Продава 2-СТАЕН,5-ти от 8,Строителство: Панел
"град Шумен, Добруджански, БУЛ ПРЕСЛАВ 74",63 000 EUR,64 m2,(984 EUR/m2),Продава 2-СТАЕН,4-ти от 4,"Строителство: Тухла, 2021 г."
"град Шумен, Добруджански",63 000 EUR,66 m2,(955 EUR/m2),Продава 2-СТАЕН,3-ти от 4,"Строителство: Тухла, 2022 г."
"град Шумен, Добруджански",64 000 EUR,55 m2,(1164 EUR/m2),Продава 2-СТАЕН,3-ти от 5,"Строителство: Тухла, 2021 г."
"град Шумен, Добруджански",130 000 лв.,55 m2,(2364 лв./m2),Продава 2-СТАЕН,4-ти от 4,"Строителство: Тухла, 1980 г."
"град Шумен, Добруджански",130 000 лв.,75 m2,(1733 лв./m2),Продава 2-СТАЕН,8-ми от 8,"Строителство: Панел, 1988 г."
"град Шумен, Добруджански",132 000 лв.,58 m2,(2276 лв./m2),Продава 2-СТАЕН,4-ти от 8,Строителство: Панел
"град Шумен, Добруджански",135 000 лв.,62 m2,(2177 лв./m2),Продава 2-СТАЕН,1-ви от 4,Строителство: Тухла
"град Шумен, Добруджански",135 000 лв.,73 m2,(1849 лв./m2),Продава 2-СТАЕН,2-ри от 6,Газ: ДА
"град Шумен, Добруджански, РУМ",135 000 лв.,62 m2,(2177 лв./m2),Продава 2-СТАЕН,1-ви от 4,"Строителство: Тухла, 1980 г."
"град Шумен, Добруджански",135 000 лв.,73 m2,(1849 лв./m2),Продава 2-СТАЕН,2-ри от 6,Строителство: Тухла
"град Шумен, Добруджански",135 000 лв.,62 m2,(2177 лв./m2),Продава 2-СТАЕН,1-ви от 4,Строителство: Тухла
"град Шумен, Добруджански",135 000 лв.,62 m2,(2177 лв./m2),Продава 2-СТАЕН,1-ви от 4,Строителство: Тухла
"град Шумен, Добруджански, Сити център",135 000 лв.,62 m2,(2177 лв./m2),Продава 2-СТАЕН,1-ви от 4,Строителство: Тухла
"град Шумен, Добруджански",71 000 EUR,62 m2,(1145 EUR/m2),Продава 2-СТАЕН,1-ви от 4,"Строителство: Тухла, 1985 г."
"град Шумен, Добруджански",75 000 EUR,63 m2,(1190 EUR/m2),Продава 2-СТАЕН,2-ри от 6,"Строителство: Тухла, 2022 г."
"град Шумен, Добруджански",76 000 EUR,55 m2,(1382 EUR/m2),Продава 2-СТАЕН,3-ти от 6,"Строителство: Тухла, 2021 г."
"град Шумен, Добруджански",76 000 EUR,69 m2,(1101 EUR/m2),Продава 2-СТАЕН,4-ти от 6,Строителство: Тухла
"град Шумен, Добруджански",77 000 EUR,64 m2,(1203 EUR/m2),Продава 2-СТАЕН,3-ти от 7,Строителство: Панел
"град Шумен, Добруджански",77 000 EUR,60 m2,(1283 EUR/m2),Продава 2-СТАЕН,3-ти от 6,Строителство: Панел
"град Шумен, Добруджански",77 000 EUR,62 m2,(1242 EUR/m2),Продава 2-СТАЕН,3-ти от 6,Строителство: Панел
"град Шумен, Добруджански",77 500 EUR,80 m2,(969 EUR/m2),Продава 2-СТАЕН,2-ри от 4,"Строителство: Тухла, 2022 г."
"град Шумен, Добруджански",78 000 EUR,62 m2,(1258 EUR/m2),Продава 2-СТАЕН,3-ти от 6,Газ: НЕ
"град Шумен, Добруджански",80 000 EUR,80 m2,(1000 EUR/m2),Продава 2-СТАЕН,4-ти от 4,"Строителство: Тухла, 2022 г."
"град Шумен, Добруджански",80 800 EUR,88 m2,(918 EUR/m2),Продава 2-СТАЕН,2-ри от 4,"Строителство: Тухла, 2022 г."
"град Шумен, Добруджански, БУЛ ПРЕСЛАВ 74",81 900 EUR,79 m2,(1037 EUR/m2),Продава 2-СТАЕН,4-ти от 4,"Строителство: Тухла, 2021 г."
"град Шумен, Добруджански",,62 m2,,Продава 2-СТАЕН,3-ти от 6,"Строителство: Панел, 1990 г."
"град Шумен, Еверест",64 000 лв.,65 m2,(985 лв./m2),Продава 2-СТАЕН,4-ти от 8,Строителство: Панел
"град Шумен, Еверест",66 000 лв.,68 m2,(971 лв./m2),Продава 2-СТАЕН,1-ви от 8,"Строителство: Панел, 1985 г."
"град Шумен, Еверест",72 000 лв.,65 m2,(1108 лв./m2),Продава 2-СТАЕН,4-ти от 5,Строителство: Панел
"град Шумен, Еверест",72 000 лв.,64 m2,(1125 лв./m2),Продава 2-СТАЕН,4-ти от 5,Строителство: Панел
"град Шумен, Еверест",72 000 лв.,65 m2,(1108 лв./m2),Продава 2-СТАЕН,4-ти от 5,Строителство: Панел
"град Шумен, Еверест",73 000 лв.,65 m2,(1123 лв./m2),Продава 2-СТАЕН,3-ти от 8,Строителство: Панел
"град Шумен, Еверест",73 000 лв.,68 m2,(1074 лв./m2),Продава 2-СТАЕН,3-ти от 7,Строителство: Панел
"град Шумен, Еверест",75 000 лв.,65 m2,(1154 лв./m2),Продава 2-СТАЕН,3-ти от 8,Строителство: Панел
"град Шумен, Еверест",75 000 лв.,68 m2,(1103 лв./m2),Продава 2-СТАЕН,3-ти от 8,"Строителство: Панел, 1985 г."
"град Шумен, Еверест",75 000 лв.,64 m2,(1172 лв./m2),Продава 2-СТАЕН,Панел,"
"
"град Шумен, Еверест",75 000 лв.,65 m2,(1154 лв./m2),Продава 2-СТАЕН,3-ти от 8,"Строителство: Панел, 1989 г."
"град Шумен, Еверест",38 350 EUR,64 m2,(599 EUR/m2),Продава 2-СТАЕН,3-ти от 8,ТEЦ: НЕ
"град Шумен, Еверест",76 000 лв.,82 m2,(927 лв./m2),Продава 2-СТАЕН,3-ти от 8,Строителство: Панел
"град Шумен, Еверест",90 000 лв.,65 m2,(1385 лв./m2),Продава 2-СТАЕН,4-ти от 5,"Строителство: Панел, 1980 г."
"град Шумен, Еверест",55 000 EUR,64 m2,(859 EUR/m2),Продава 2-СТАЕН,1-ви от 5,"Строителство: Панел, 1990 г."
"град Шумен, Математическа гимназия",103 000 лв.,76 m2,(1355 лв./m2),Продава 2-СТАЕН,3-ти от 7,Строителство: Панел
"град Шумен, Математическа гимназия",120 000 лв.,64 m2,(1875 лв./m2),Продава 2-СТАЕН,5-ти от 8,Газ: НЕ
"град Шумен, Математическа гимназия",120 000 лв.,64 m2,(1875 лв./m2),Продава 2-СТАЕН,5-ти от 8,"Строителство: Панел, 1985 г."
"град Шумен, Математическа гимназия",120 000 лв.,64 m2,(1875 лв./m2),Продава 2-СТАЕН,5-ти от 8,Строителство: Панел
"град Шумен, Математическа гимназия",120 000 лв.,63 m2,(1905 лв./m2),Продава 2-СТАЕН,5-ти от 8,Строителство: Панел
"град Шумен, Математическа гимназия",120 000 лв.,64 m2,(1875 лв./m2),Продава 2-СТАЕН,5-ти от 8,Строителство: Панел
"град Шумен, Математическа гимназия",120 000 лв.,64 m2,(1875 лв./m2),Продава 2-СТАЕН,Панел,"
"
"град Шумен, Математическа гимназия",120 000 лв.,64 m2,(1875 лв./m2),Продава 2-СТАЕН,5-ти от 8,Газ: ДА
"град Шумен, Математическа гимназия",120 000 лв.,64 m2,(1875 лв./m2),Продава 2-СТАЕН,5-ти от 8,Строителство: Панел
"град Шумен, Математическа гимназия",120 000 лв.,64 m2,(1875 лв./m2),Продава 2-СТАЕН,5-ти от 8,Строителство: Панел
"град Шумен, Математическа гимназия",120 000 лв.,64 m2,(1875 лв./m2),Продава 2-СТАЕН,5-ти от 8,"Строителство: Панел, 1980 г."
"град Шумен, Математическа гимназия",120 000 лв.,64 m2,(1875 лв./m2),Продава 2-СТАЕН,5-ти от 8,"Строителство: Панел, 1980 г."
"град Шумен, Математическа гимназия",120 000 лв.,64 m2,(1875 лв./m2),Продава 2-СТАЕН,5-ти от 8,"Строителство: Панел, 1980 г."
"град Шумен, Математическа гимназия",120 000 лв.,64 m2,(1875 лв./m2),Продава 2-СТАЕН,5-ти от 8,Газ: ДА
"град Шумен, Математическа гимназия",137 000 лв.,64 m2,(2141 лв./m2),Продава 2-СТАЕН,1-ви от 5,Газ: НЕ
"град Шумен, Пазара",81 600 лв.,60 m2,(1360 лв./m2),Продава 2-СТАЕН,5-ти от 8,Строителство: Панел
"град Шумен, Пазара",93 500 лв.,61 m2,(1533 лв./m2),Продава 2-СТАЕН,2-ри от 5,Газ: ДА
"град Шумен, Пазара",104 000 лв.,59 m2,(1763 лв./m2),Продава 2-СТАЕН,Тухла,"
"
"град Шумен, Пазара",105 000 лв.,61 m2,(1721 лв./m2),Продава 2-СТАЕН,2-ри от 5,Строителство: Тухла
"град Шумен, Пазара",105 000 лв.,59 m2,(1780 лв./m2),Продава 2-СТАЕН,1-ви от 4,"Строителство: Тухла, 2021 г."
"град Шумен, Пазара",105 000 лв.,60 m2,(1750 лв./m2),Продава 2-СТАЕН,2-ри от 5,"Строителство: Тухла, 2022 г."
"град Шумен, Пазара",105 000 лв.,65 m2,(1615 лв./m2),Продава 2-СТАЕН,1-ви от 4,Строителство: Тухла
"град Шумен, Пазара",105 000 лв.,65 m2,(1615 лв./m2),Продава 2-СТАЕН,1-ви от 5,"Строителство: Тухла, 2021 г."
"град Шумен, Пазара",108 000 лв.,75 m2,(1440 лв./m2),Продава 2-СТАЕН,1-ви от 4,Строителство: Тухла
"град Шумен, Пазара",115 000 лв.,70 m2,(1643 лв./m2),Продава 2-СТАЕН,1-ви от 8,Строителство: Панел
"град Шумен, Пазара",115 000 лв.,59 m2,(1949 лв./m2),Продава 2-СТАЕН,1-ви от 1,Строителство: Панел
"град Шумен, Пазара",115 000 лв.,63 m2,(1825 лв./m2),Продава 2-СТАЕН,3-ти от 4,Строителство: Тухла
"град Шумен, Пазара",115 000 лв.,60 m2,(1917 лв./m2),Продава 2-СТАЕН,4-ти от 8,Строителство: Панел
"град Шумен, Пазара",126 000 лв.,74 m2,(1703 лв./m2),Продава 2-СТАЕН,2-ри от 4,"Строителство: Тухла, 2022 г."
"град Шумен, Пазара",129 000 лв.,60 m2,(2150 лв./m2),Продава 2-СТАЕН,1-ви от 4,"Строителство: Тухла, 2021 г."
"град Шумен, Пазара",130 000 лв.,60 m2,(2167 лв./m2),Продава 2-СТАЕН,3-ти от 4,"Строителство: Тухла, 2014 г."
"град Шумен, Пазара",135 000 лв.,85 m2,(1588 лв./m2),Продава 2-СТАЕН,1-ви от 4,"Строителство: Тухла, 2021 г."
"град Шумен, Пазара",139 000 лв.,62 m2,(2242 лв./m2),Продава 2-СТАЕН,2-ри от 3,"Строителство: Тухла, 1960 г."
"град Шумен, Пазара, Лидл",139 000 лв.,62 m2,(2242 лв./m2),Продава 2-СТАЕН,2-ри от 3,"Строителство: Тухла, 1970 г."
"град Шумен, Пазара",139 000 лв.,62 m2,(2242 лв./m2),Продава 2-СТАЕН,2-ри от 4,Строителство: Тухла
"град Шумен, Пазара",139 000 лв.,62 m2,(2242 лв./m2),Продава 2-СТАЕН,2-ри от 3,Строителство: Тухла
"град Шумен, Пазара",140 000 лв.,75 m2,(1867 лв./m2),Продава 2-СТАЕН,3-ти от 4,"Строителство: Тухла, 2003 г."
"град Шумен, Пазара",149 000 лв.,70 m2,(2129 лв./m2),Продава 2-СТАЕН,4-ти от 14,Строителство: ЕПК
"град Шумен, Пазара",149 000 лв.,70 m2,(2129 лв./m2),Продава 2-СТАЕН,4-ти от 11,"Строителство: ЕПК, 1980 г."
"град Шумен, Пазара",149 000 лв.,70 m2,(2129 лв./m2),Продава 2-СТАЕН,4-ти от 13,Газ: НЕ
"град Шумен, Пазара",149 000 лв.,70 m2,(2129 лв./m2),Продава 2-СТАЕН,4-ти от 14,Строителство: ЕПК
"град Шумен, Пазара",150 000 лв.,70 m2,(2143 лв./m2),Продава 2-СТАЕН,4-ти от 14,"Строителство: ЕПК, 1985 г."
"град Шумен, Пазара",150 000 лв.,64 m2,(2344 лв./m2),Продава 2-СТАЕН,4-ти от 8,"Строителство: ЕПК, 1977 г."
"град Шумен, Пазара",150 000 лв.,66 m2,(2273 лв./m2),Продава 2-СТАЕН,4-ти от 14,Строителство: ЕПК
"град Шумен, Пазара",153 000 лв.,64 m2,(2391 лв./m2),Продава 2-СТАЕН,4-ти от 11,"Строителство: Тухла, 1980 г."
"град Шумен, Пазара",153 000 лв.,70 m2,(2186 лв./m2),Продава 2-СТАЕН,3-ти от 14,Строителство: ЕПК
"град Шумен, Пазара",78 500 EUR,70 m2,(1121 EUR/m2),Продава 2-СТАЕН,3-ти от 14,"Строителство: ЕПК, 1983 г."
"град Шумен, Пазара",155 000 лв.,68 m2,(2279 лв./m2),Продава 2-СТАЕН,4-ти от 15,"Строителство: ЕПК, 1985 г."
"град Шумен, Пазара",,65 m2,,Продава 2-СТАЕН,1-ви от 5,"Строителство: Тухла, 2019 г."
"град Шумен, Пазара, ЖК 'Южен бряг'",,65 m2,,Продава 2-СТАЕН,4-ти от 5,"Строителство: Тухла, 2018 г."
"град Шумен, Пожарната",138 000 лв.,77 m2,(1792 лв./m2),Продава 2-СТАЕН,2-ри от 4,"Строителство: Тухла, 2021 г."
"град Шумен, Томбул джамия",84 000 лв.,96 m2,(875 лв./m2),Продава 2-СТАЕН,1-ви от 4,Газ: ДА
"град Шумен, Томбул джамия",85 000 лв.,98 m2,(867 лв./m2),Продава 2-СТАЕН,1-ви от 4,Газ: ДА
"град Шумен, Томбул джамия",90 000 лв.,70 m2,(1286 лв./m2),Продава 2-СТАЕН,1-ви от 5,"Строителство: Тухла, 2016 г."
"град Шумен, Томбул джамия",50 548 EUR,61 m2,(829 EUR/m2),Продава 2-СТАЕН,1-ви от 5,ТEЦ: НЕ
"град Шумен, Томбул джамия",105 000 лв.,82 m2,(1280 лв./m2),Продава 2-СТАЕН,"Тухла, 2021 г.","
"
"град Шумен, Томбул джамия",55 800 EUR,62 m2,(900 EUR/m2),Продава 2-СТАЕН,2-ри от 6,"Строителство: Тухла, 2021 г."
"град Шумен, Томбул джамия",110 000 лв.,65 m2,(1692 лв./m2),Продава 2-СТАЕН,3-ти от 3,Газ: ДА
"град Шумен, Томбул джамия",110 000 лв.,82 m2,(1341 лв./m2),Продава 2-СТАЕН,4-ти от 4,"Строителство: Тухла, 2021 г."
"град Шумен, Томбул джамия",110 000 лв.,81 m2,(1358 лв./m2),Продава 2-СТАЕН,4-ти от 4,"Строителство: Тухла, 2021 г."
"град Шумен, Томбул джамия",110 000 лв.,88 m2,(1250 лв./m2),Продава 2-СТАЕН,4-ти от 4,Газ: ДА
"град Шумен, Томбул джамия",110 000 лв.,82 m2,(1341 лв./m2),Продава 2-СТАЕН,4-ти от 4,"Строителство: Тухла, 2021 г."
"град Шумен, Томбул джамия",110 000 лв.,88 m2,(1250 лв./m2),Продава 2-СТАЕН,4-ти от 4,Газ: ДА
"град Шумен, Томбул джамия",56 245 EUR,58 m2,(970 EUR/m2),Продава 2-СТАЕН,4-ти от 4,ТEЦ: НЕ
"град Шумен, Томбул джамия",62 100 EUR,69 m2,(900 EUR/m2),Продава 2-СТАЕН,3-ти от 6,"Строителство: Тухла, 2021 г."
"град Шумен, Тракия",65 000 лв.,60 m2,(1083 лв./m2),Продава 2-СТАЕН,14-ти от 15,Строителство: ЕПК
